cliente_id,pedidos_mes,ticket_mclp,recencia_dias,margen_pct,devoluciones_pct,variabilidad_pedidos,canal,contrato,region
CL0300,7.4020,2.6529,26.4092,35.5118,10.4300,0.2063,Mixto,1,Centro
CL0301,1.0000,1.4622,11.2085,21.8421,8.1682,0.3980,Ejecutivo,1,Centro
CL0302,26.6803,2.2754,18.9302,19.0140,0.0000,0.3706,Mixto,0,Centro
CL0303,3.3507,0.4798,49.0706,15.1167,0.2584,0.1718,Digital,1,Sur
CL0304,13.2720,0.6143,18.4335,28.9550,8.0654,0.2667,Ejecutivo,0,Norte
CL0305,3.9063,0.2806,53.6548,21.9737,1.3443,0.3652,Mixto,1,Sur
CL0306,11.5048,0.3553,13.4328,24.4671,2.8915,0.3040,Ejecutivo,0,Norte
CL0307,11.5761,0.3519,16.4680,24.0334,7.9301,0.3753,Mixto,0,Centro
CL0308,18.7002,3.1004,36.0868,25.9504,8.7051,0.2766,Digital,1,Centro
CL0309,25.8704,0.3910,9.6929,21.3382,3.4027,0.4698,Digital,0,Sur
CL0310,5.3825,0.3109,24.0269,31.0357,6.5102,0.5538,Mixto,1,Centro
CL0311,2.6655,0.3102,44.0432,17.1543,3.8985,0.3128,Ejecutivo,0,Sur
CL0312,18.3036,2.3075,28.6377,41.4647,11.3602,0.2933,Ejecutivo,1,Centro
CL0313,22.4531,1.1849,17.4092,20.5344,6.5512,0.4098,Digital,1,Centro
CL0314,1.0000,0.2339,42.7715,13.8995,0.0000,0.4930,Mixto,1,Norte
CL0315,19.7198,1.2826,21.4590,19.6075,4.3320,0.4240,Ejecutivo,1,Norte
CL0316,26.2434,1.8235,1.0000,26.5600,2.1260,0.2217,Digital,1,Centro
CL0317,5.6111,0.3783,40.7189,13.4948,3.4863,0.4056,Mixto,1,Sur
CL0318,20.9733,2.6439,14.6128,40.0874,9.7352,0.1968,Mixto,0,Norte
CL0319,9.0989,1.8007,32.3024,26.5734,13.8047,0.5979,Digital,0,Centro
CL0320,9.7845,0.9221,23.3098,30.5788,5.7675,0.4582,Ejecutivo,0,Norte
CL0321,36.9847,0.8868,1.0000,25.8590,3.1311,0.2963,Mixto,1,Centro
CL0322,19.7848,0.9053,8.6219,21.8404,2.9357,0.3194,Mixto,0,Norte
CL0323,4.1792,0.3890,41.5638,13.7590,2.5801,0.4734,Ejecutivo,0,Norte
CL0324,6.4612,0.2388,42.0091,7.4873,1.2603,0.1877,Mixto,1,Sur
CL0325,25.6498,1.5639,1.0000,31.5116,4.4402,0.2246,Mixto,1,Norte
CL0326,7.3525,0.8224,1.0000,26.2731,5.7713,0.4573,Ejecutivo,0,Norte
CL0327,8.3085,0.7885,3.9942,30.2817,4.1965,0.3962,Digital,0,Centro
CL0328,21.4016,0.8225,14.5904,20.9936,3.1808,0.4541,Ejecutivo,1,Sur
CL0329,3.1746,0.2908,29.7487,16.8611,2.3595,0.2995,Mixto,1,Norte
CL0330,32.8402,1.1469,25.8705,29.6315,9.2020,0.4302,Mixto,0,Sur
CL0331,1.3206,3.8497,20.7136,33.0813,12.8237,0.3894,Ejecutivo,1,Centro
CL0332,11.6874,0.7048,16.2657,20.3749,4.7870,0.2427,Digital,1,Norte
CL0333,29.9827,1.5680,35.3683,8.6177,4.1312,0.2191,Mixto,1,Norte
CL0334,1.3559,0.3139,46.9000,20.2496,6.8338,0.2792,Digital,1,Norte
CL0335,15.3571,2.0490,2.2483,21.6209,5.7114,0.3025,Mixto,1,Norte
CL0336,20.2828,2.4099,6.1320,26.8420,8.4827,0.0300,Mixto,1,Centro
CL0337,16.1436,1.1736,26.5713,16.8010,6.7247,0.0782,Digital,0,Centro
CL0338,20.3052,1.1658,3.3682,23.1779,1.0802,0.1762,Ejecutivo,0,Centro
CL0339,1.0000,0.3410,32.3753,16.1559,3.6124,0.3602,Ejecutivo,0,Norte
CL0340,3.0782,0.6260,15.9854,23.2053,5.5390,0.6272,Mixto,0,Sur
CL0341,12.3639,0.7979,27.9490,28.9151,6.7678,0.5961,Ejecutivo,1,Norte
CL0342,9.3334,0.4229,12.5031,30.1708,7.2047,0.2187,Digital,0,Norte
CL0343,24.6776,2.4062,20.0746,36.6452,7.6554,0.5849,Ejecutivo,0,Centro
CL0344,1.0000,0.2091,31.0344,18.7636,0.0000,0.1563,Ejecutivo,0,Centro
CL0345,1.0000,0.2904,36.6657,21.4779,0.6460,0.0300,Mixto,0,Norte
CL0346,13.1633,0.3775,9.1445,28.9384,5.6565,0.2004,Mixto,1,Sur
CL0347,16.0651,1.0687,1.0000,4.6306,2.2598,0.4051,Ejecutivo,0,Sur
CL0348,4.8959,0.3406,13.7812,21.7072,3.5065,0.3358,Mixto,1,Sur
CL0349,18.5086,2.1740,29.7527,21.8620,5.1244,0.5341,Mixto,0,Sur
CL0350,6.7118,0.3261,22.4361,18.5922,3.8688,0.1957,Ejecutivo,1,Sur
CL0351,3.0931,0.1971,30.1677,NA,7.3499,0.3265,Mixto,0,Norte
CL0352,15.7983,3.1155,20.1610,35.6257,6.5997,0.4231,Ejecutivo,1,Sur
CL0353,11.4680,1.2009,24.4503,22.1347,6.2987,0.3581,Digital,1,Sur
CL0354,2.8134,0.3153,37.2169,15.4850,0.0000,0.0852,Digital,1,Sur
CL0355,21.0428,3.6812,28.6404,28.7434,11.3833,0.2801,Ejecutivo,1,Centro
CL0356,12.0107,0.6173,8.7162,14.0040,7.0286,0.0300,Mixto,1,Norte
CL0357,10.3739,0.5593,16.1180,29.4061,9.3838,0.3989,Digital,1,Sur
CL0358,22.0988,1.6976,1.0000,19.5954,0.0000,0.3820,Digital,0,Centro
CL0359,27.9252,0.4516,12.4221,12.8522,5.7355,0.2915,Digital,0,Norte
CL0360,19.3219,1.8322,33.6836,40.8331,7.3157,0.2600,Digital,1,Centro
CL0361,12.3040,0.8026,27.0742,17.0945,8.2940,0.2745,Mixto,1,Centro
CL0362,9.7520,1.7927,10.4667,11.6529,2.2242,0.4083,Mixto,0,Centro
CL0363,15.2060,0.7069,6.3500,30.4465,4.9827,0.2501,Mixto,0,Centro
CL0364,2.5760,0.2636,31.3998,18.7729,2.4797,0.2220,Digital,0,Sur
CL0365,27.6407,1.8588,1.0000,20.0791,2.6027,0.1846,Mixto,1,Sur
CL0366,9.4236,0.4979,4.3505,34.7122,6.6706,0.3805,Mixto,1,Sur
CL0367,5.6933,0.2068,38.6091,20.2314,2.3056,0.1485,Ejecutivo,1,Norte
CL0368,9.6722,0.6702,11.2482,35.1703,6.4726,0.1957,Ejecutivo,1,Centro
CL0369,2.9764,0.3132,28.3847,19.8411,4.0317,0.2202,Mixto,1,Norte
CL0370,6.2465,0.4150,33.2875,12.9254,3.4625,0.4847,Ejecutivo,1,Norte
CL0371,27.4978,0.7919,3.4936,15.8789,4.5621,0.0764,Digital,1,Norte
CL0372,18.2260,1.2134,28.1980,22.5161,1.6358,0.5743,Digital,1,Sur
CL0373,12.6600,0.5343,17.5207,33.1786,5.7413,0.2758,Mixto,1,Sur
CL0374,1.0000,0.1960,31.3412,24.0157,3.9406,0.3351,Mixto,1,Sur
CL0375,11.4255,0.6364,9.6604,NA,6.9499,0.2838,Digital,1,Centro
CL0376,20.6821,1.7331,8.5084,16.7400,4.6263,0.3656,Ejecutivo,0,Norte
CL0377,9.1515,0.0644,15.6033,30.5976,7.0697,0.2132,Mixto,1,Norte
CL0378,19.4023,1.3416,36.7281,26.1922,1.7089,0.2166,Digital,1,Sur
CL0379,12.5665,1.1461,18.5937,14.9918,0.5640,0.2549,Digital,0,Norte
CL0380,19.9955,3.0667,18.7753,47.5452,8.9697,0.3599,Mixto,1,Centro
CL0381,16.7203,2.2120,1.0000,24.6068,2.4457,0.6061,Digital,0,Sur
CL0382,14.2578,0.6411,36.1523,20.7933,6.6967,0.2480,Digital,1,Centro
CL0383,24.6069,0.9422,12.2396,16.6795,5.4956,0.2132,Ejecutivo,0,Centro
CL0384,15.1797,0.6969,40.0938,30.0218,5.2714,0.3411,Digital,0,Sur
CL0385,5.2859,0.1457,33.6605,16.9264,3.5543,0.2293,Digital,1,Sur
CL0386,11.2469,1.0743,6.8703,24.4543,4.8912,0.5852,Digital,0,Centro
CL0387,19.6790,1.1755,6.7820,17.7806,6.6286,0.1572,Digital,1,Norte
CL0388,5.3035,0.1659,30.7316,21.5014,2.2070,0.3453,Mixto,1,Norte
CL0389,27.4573,3.1826,29.3476,36.4513,12.1233,0.2367,Digital,1,Centro
CL0390,15.5037,3.9379,39.0097,33.1318,9.6397,0.2678,Ejecutivo,1,Sur
CL0391,12.3824,0.6704,11.1097,27.9539,3.5151,0.6622,Digital,0,Centro
CL0392,16.8803,0.5242,12.4619,19.3422,10.1806,0.3884,Ejecutivo,0,Sur
CL0393,22.1471,2.0044,1.4894,15.5021,3.8892,0.0940,Digital,0,Sur
CL0394,22.2490,1.0657,18.9813,25.1218,3.0440,0.2456,Mixto,1,Sur
CL0395,22.9180,1.8014,1.0000,26.7064,6.0488,0.3518,Mixto,0,Sur
CL0396,17.1106,1.2013,19.1477,19.6506,4.3182,0.2626,Mixto,0,Norte
CL0397,11.6150,0.7365,25.0053,26.6290,2.9902,0.2451,Digital,0,Centro
CL0398,18.7285,2.6575,26.4368,37.5533,8.5940,0.1226,Digital,0,Norte
CL0399,28.2720,2.1713,13.7847,19.3064,6.5880,0.0943,Mixto,1,Norte
CL0400,2.5205,0.3250,34.7319,20.8810,0.0000,0.3188,Mixto,0,Norte
CL0401,2.9296,0.3571,16.4892,19.3535,0.8269,0.1130,Ejecutivo,1,Norte
CL0402,12.9559,3.6534,14.8722,42.2241,11.1135,0.1188,Ejecutivo,0,Sur
CL0403,13.6269,0.1020,13.6995,20.1104,6.6848,0.4778,Digital,1,Centro
CL0404,13.0867,2.5075,22.1182,30.1113,6.7982,0.3554,Ejecutivo,1,Centro
CL0405,6.4110,1.0729,1.0000,27.1806,6.7096,0.6536,Digital,1,Norte
CL0406,11.4789,0.4620,5.4669,NA,8.5385,0.2692,Ejecutivo,0,Sur
CL0407,2.6876,0.1850,49.7889,21.6263,1.1578,0.1198,Ejecutivo,1,Norte
CL0408,4.7126,0.7016,1.5396,25.1435,6.0187,0.1369,Ejecutivo,1,Centro
CL0409,17.6542,2.2726,11.9856,37.2113,10.2752,0.6773,Ejecutivo,0,Sur
CL0410,4.3742,0.4371,46.7352,5.7923,4.2869,0.4073,Mixto,1,Centro
CL0411,12.3314,3.6335,43.0890,34.5666,6.7542,0.2741,Digital,1,Centro
CL0412,3.1774,0.3839,40.6452,9.8712,3.0070,0.3106,Digital,0,Sur
CL0413,8.7234,0.5128,23.0412,28.1438,3.8413,0.3312,Digital,0,Norte
CL0414,22.6524,4.1062,9.9816,36.3064,9.8630,0.3118,Mixto,1,Centro
CL0415,18.4656,1.4094,26.2733,17.3523,5.8505,0.7072,Digital,1,Sur
CL0416,18.2805,0.6582,2.8700,19.3693,4.6599,0.0300,Digital,0,Centro
CL0417,11.3838,1.5069,37.1491,25.8715,5.3492,0.2537,Ejecutivo,1,Norte
CL0418,6.1916,0.8397,16.6811,29.2049,2.5576,0.3093,Digital,1,Sur
CL0419,21.9423,2.1601,1.0000,34.1773,1.4942,0.2533,Mixto,1,Norte
CL0420,4.0380,0.3225,39.1014,21.8184,1.2797,0.5304,Mixto,0,Norte
CL0421,19.8621,2.8695,44.4964,33.3060,10.0932,0.2449,Ejecutivo,0,Norte
CL0422,23.6064,1.7510,1.0000,32.4463,8.0396,0.1606,Digital,1,Norte
CL0423,15.7530,0.9017,26.9473,26.4175,9.4492,0.2649,Digital,0,Norte
CL0424,15.9579,1.6979,18.2642,NA,2.8771,0.5229,Digital,1,Centro
CL0425,4.4772,0.2960,18.9143,21.1123,4.1013,0.4256,Mixto,0,Sur
CL0426,14.4564,1.6210,42.8613,36.1762,7.5736,0.3405,Ejecutivo,1,Centro
CL0427,21.3860,1.7296,1.0481,20.4365,3.6067,0.3695,Mixto,1,Norte
CL0428,14.1874,1.5910,7.7666,23.1812,3.9521,0.4355,Digital,0,Sur
CL0429,4.2364,0.1877,30.5281,16.2653,0.9606,0.1693,Ejecutivo,1,Sur
CL0430,13.4469,0.6969,11.8515,NA,4.9993,0.2341,Ejecutivo,1,Norte
CL0431,20.1635,4.9588,37.6427,40.6356,8.3577,0.4383,Ejecutivo,1,Norte
CL0432,25.2995,1.8041,17.2569,6.5291,1.3720,0.1291,Mixto,0,Sur
CL0433,16.7086,0.9947,30.3802,27.7248,8.8580,0.4753,Digital,0,Sur
CL0434,1.0000,0.2531,24.6902,14.8135,4.4767,0.5394,Mixto,0,Sur
CL0435,14.1674,0.7991,32.4233,19.4979,4.3073,0.3394,Mixto,1,Centro
CL0436,25.3993,1.7543,27.6063,20.8443,6.1301,0.0672,Ejecutivo,1,Centro
CL0437,7.4211,0.0913,34.0916,16.4965,2.5378,0.1857,Ejecutivo,0,Norte
CL0438,7.5762,0.8450,26.1711,18.2160,6.1113,0.3177,Ejecutivo,0,Centro
CL0439,5.3573,0.2630,38.8200,NA,1.1647,0.4239,Mixto,1,Sur
CL0440,3.8186,0.4815,35.3002,26.1068,5.1873,0.3950,Ejecutivo,0,Sur
CL0441,14.2320,3.1137,47.6739,44.2199,10.0355,0.4806,Mixto,1,Norte
CL0442,12.8729,3.5734,15.9284,40.9690,12.8080,0.1346,Digital,0,Norte
CL0443,27.5969,2.1688,12.0862,18.1531,0.0000,0.3592,Mixto,0,Centro
CL0444,18.5482,2.1994,23.5320,45.7320,9.5583,0.3764,Digital,1,Centro
CL0445,2.0439,0.2161,60.9684,17.3680,5.1874,0.2440,Mixto,0,Sur
CL0446,5.4393,0.2117,47.9768,17.3829,2.5850,0.1414,Ejecutivo,0,Centro
CL0447,5.8790,0.1591,45.2574,21.2439,0.6088,0.4889,Ejecutivo,0,Sur
CL0448,10.0413,0.9249,14.9692,29.5854,6.9248,0.4959,Digital,1,Norte
CL0449,2.6838,0.5399,4.8208,32.5221,4.2226,0.1826,Ejecutivo,1,Centro
CL0450,24.7051,1.4671,6.0661,24.1311,5.0149,0.3786,Digital,1,Sur
CL0451,6.8310,0.3817,23.1367,5.3279,2.0299,0.4713,Ejecutivo,1,Norte
CL0452,4.7273,0.2364,39.1534,15.1683,2.4554,0.4749,Mixto,0,Norte
CL0453,5.2449,0.2750,57.7158,13.5101,4.3419,0.1948,Ejecutivo,0,Sur
CL0454,2.2927,0.0715,37.6227,19.7263,4.1566,0.4258,Ejecutivo,0,Sur
CL0455,28.4249,2.4123,7.0895,34.1395,2.6741,0.0300,Ejecutivo,1,Sur
CL0456,13.7802,0.4627,1.0000,30.2519,6.1239,0.1020,Ejecutivo,0,Centro
CL0457,32.1536,1.6554,12.7638,16.9322,0.4266,0.1637,Mixto,1,Centro
CL0458,16.6206,0.3139,23.7206,28.0871,8.7214,0.0614,Ejecutivo,0,Sur
CL0459,5.5854,0.1198,29.9677,NA,0.9562,0.2485,Digital,1,Sur
CL0460,3.0505,0.3350,26.5119,17.3463,1.8555,0.3082,Ejecutivo,0,Centro
CL0461,11.1001,1.7109,12.9333,27.7807,4.7572,0.0654,Ejecutivo,0,Norte
CL0462,5.4376,0.3033,47.0231,19.6125,0.4698,0.1356,Mixto,0,Norte
CL0463,2.4440,0.2514,39.5368,11.3573,0.4519,0.4441,Ejecutivo,1,Centro
CL0464,1.0421,0.1167,24.8005,15.9865,2.5839,0.4209,Digital,0,Centro
CL0465,26.4812,1.7698,1.0000,23.0631,5.5515,0.1056,Digital,0,Sur
CL0466,6.2802,0.3005,33.1390,18.4138,1.8491,0.3490,Mixto,0,Centro
CL0467,22.2829,1.7142,18.6969,22.4112,13.8484,0.0738,Ejecutivo,1,Centro
CL0468,3.1931,0.1536,1.0000,23.5170,6.6562,0.1214,Ejecutivo,1,Centro
CL0469,25.4905,13.0968,36.9663,27.9066,13.5703,0.0300,Digital,0,Centro
CL0470,7.4572,1.5801,16.9761,17.9656,6.2438,0.4138,Ejecutivo,0,Centro
CL0471,19.0099,1.9175,2.4788,24.2451,2.1731,0.6493,Mixto,1,Norte
CL0472,8.1945,0.4143,1.0000,23.7324,4.5857,0.2515,Ejecutivo,0,Centro
CL0473,11.3067,0.5088,17.8596,36.9118,4.2534,0.2844,Mixto,0,Centro
CL0474,6.9202,0.3569,42.6488,22.5868,2.6543,0.6510,Mixto,0,Centro
CL0475,10.6223,0.8906,7.0068,24.4873,4.0081,0.1110,Digital,1,Centro
CL0476,31.1303,2.0584,11.0231,11.4194,0.5210,0.1496,Mixto,0,Centro
CL0477,2.8221,0.2197,40.1991,13.1591,3.1702,0.1933,Ejecutivo,1,Centro
CL0478,28.5567,1.1498,1.0000,18.8105,3.4966,0.4441,Digital,1,Norte
CL0479,8.7680,2.4991,17.6642,34.7289,8.1808,0.4224,Mixto,1,Sur
CL0480,16.0637,4.3472,13.6256,35.6965,10.5320,0.3621,Mixto,0,Norte
CL0481,10.5456,2.1019,27.5468,42.2718,8.6561,0.1732,Digital,0,Sur
CL0482,17.2800,3.4942,12.3299,34.8544,8.2695,0.5131,Digital,1,Centro
CL0483,17.3398,0.5069,3.2352,20.5991,4.1745,0.1881,Mixto,0,Sur
CL0484,3.4161,2.9439,21.8683,34.4633,6.4499,0.3853,Digital,1,Sur
CL0485,18.3248,1.1108,15.0088,NA,4.3471,0.0851,Ejecutivo,1,Norte
CL0486,17.8041,2.2794,34.2645,NA,7.6556,0.3965,Digital,1,Norte
CL0487,5.9978,0.4240,10.7462,32.6802,0.0000,0.3571,Mixto,1,Sur
CL0488,17.7356,2.2451,3.0452,32.5399,9.4835,0.5344,Ejecutivo,1,Sur
CL0489,10.2270,0.8915,6.7908,27.8914,4.5758,0.0300,Digital,1,Centro
CL0490,1.4262,0.1412,21.7161,20.0511,0.4899,0.1818,Digital,1,Norte
CL0491,10.2047,0.7494,22.4943,23.0548,5.8508,0.4227,Ejecutivo,1,Norte
CL0492,15.2059,0.5407,42.5248,27.9299,8.0530,0.3342,Mixto,0,Norte
CL0493,9.2216,0.3554,16.3565,25.1373,7.5624,0.2896,Mixto,0,Centro
CL0494,1.0000,0.2559,43.5133,30.6207,0.6917,0.2449,Mixto,1,Centro
CL0495,16.3547,0.8090,20.7095,30.6473,8.0981,0.5821,Ejecutivo,0,Centro
CL0496,15.3691,1.4736,15.3344,32.9010,9.2247,0.0300,Mixto,0,Centro
CL0497,23.6055,1.5081,14.6647,27.5781,4.5658,0.4092,Digital,0,Norte
CL0498,9.3217,0.6063,17.8202,18.1458,4.3093,0.2390,Mixto,0,Centro
CL0499,10.9508,0.2514,4.8903,40.7952,4.2300,0.3294,Mixto,1,Norte
CL0500,5.3962,0.2261,55.1128,23.2037,1.9196,0.3487,Digital,0,Sur
CL0501,8.1436,0.9407,19.6499,15.3537,7.7613,0.3154,Ejecutivo,0,Sur
CL0502,20.9722,3.2469,19.0296,30.5528,11.9747,0.1901,Ejecutivo,1,Centro
CL0503,7.1865,0.3009,24.1804,16.3825,3.5320,0.4081,Mixto,1,Sur
CL0504,16.9217,1.0216,14.6126,15.8883,9.3690,0.2193,Mixto,1,Norte
CL0505,15.3520,1.9164,18.6028,20.0436,0.4563,0.1576,Mixto,1,Centro
CL0506,12.7226,1.0137,16.9035,29.7760,4.7240,0.2107,Ejecutivo,0,Norte
CL0507,6.8080,0.2290,44.4435,28.4986,0.0000,0.0594,Mixto,0,Norte
CL0508,8.1786,0.7733,1.0000,23.9556,4.9326,0.1374,Digital,1,Sur
CL0509,1.0000,0.2184,38.7354,NA,0.1381,0.4315,Ejecutivo,0,Sur
CL0510,24.3243,3.8046,23.2429,36.2784,9.3366,0.3102,Mixto,0,Norte
CL0511,4.2201,0.3146,14.5524,15.7312,0.0000,0.0300,Mixto,1,Centro
CL0512,7.3285,0.1987,3.4639,13.2482,5.8726,0.2455,Mixto,1,Centro
CL0513,9.4787,1.2490,9.7554,34.9835,5.9587,0.2059,Digital,1,Centro
CL0514,15.3477,0.7692,1.0000,14.4727,6.2293,0.2836,Ejecutivo,1,Sur
CL0515,5.3784,0.0992,42.3368,18.1946,3.1951,0.3246,Digital,1,Sur
CL0516,8.7303,1.1145,1.0000,25.2123,6.6525,0.2394,Ejecutivo,1,Norte
CL0517,1.6240,0.2641,58.0969,7.1172,2.8989,0.5220,Mixto,1,Centro
CL0518,7.2954,0.3002,46.2388,21.5019,0.0000,0.3500,Digital,1,Norte
CL0519,4.1300,0.2611,40.5448,28.4145,4.0550,0.3385,Mixto,0,Sur
CL0520,21.3097,1.3459,12.0477,13.7839,4.6224,0.3692,Ejecutivo,1,Norte
CL0521,24.2834,3.1286,29.4129,38.6571,4.8965,0.1993,Ejecutivo,1,Sur
CL0522,18.9314,1.7848,23.8656,26.3046,3.5700,0.3758,Mixto,1,Sur
CL0523,17.4855,3.9234,27.0554,28.8299,10.4575,0.2921,Mixto,1,Norte
CL0524,15.2999,0.7879,9.6588,32.6296,8.4772,0.3591,Digital,0,Centro
CL0525,3.8946,0.1284,9.0774,18.7082,2.1693,0.5966,Digital,1,Sur
CL0526,21.9097,1.5657,2.0749,24.7338,1.7852,0.1659,Ejecutivo,1,Sur
CL0527,2.7165,0.1133,35.2315,17.8017,2.1386,0.5139,Ejecutivo,0,Sur
CL0528,27.3384,1.3722,14.7469,26.7885,1.8437,0.4612,Mixto,1,Centro
CL0529,14.7768,0.6057,27.4671,32.1212,2.5515,0.1724,Ejecutivo,1,Centro
CL0530,19.7297,1.9884,15.8875,32.7380,4.7653,0.1405,Ejecutivo,0,Centro
CL0531,1.7328,0.2595,26.0691,16.9921,3.6894,0.2988,Mixto,1,Centro
CL0532,4.9537,0.3184,55.2016,13.9483,0.0000,0.3781,Digital,0,Centro
CL0533,16.1477,0.7535,18.7541,21.5728,4.6747,0.4397,Ejecutivo,1,Sur
CL0534,21.5748,1.2173,12.4074,18.7674,3.5312,0.2278,Digital,0,Centro
CL0535,14.5004,2.6208,27.1777,40.1627,8.2218,0.2825,Ejecutivo,0,Norte
CL0536,11.0045,1.0298,1.0000,31.9358,7.0141,0.4402,Ejecutivo,0,Sur
CL0537,5.8726,1.3093,15.1969,28.6347,6.4975,0.1328,Digital,0,Centro
CL0538,15.5328,0.4253,5.7213,31.0594,11.3841,0.1992,Digital,1,Centro
CL0539,27.8972,1.8124,29.2310,18.7229,5.5610,0.3096,Digital,1,Sur
CL0540,8.9352,1.0156,17.7869,16.9893,8.2489,0.1398,Mixto,0,Sur
CL0541,9.4410,2.8275,7.8269,33.9163,8.6630,0.3471,Mixto,1,Sur
CL0542,4.0041,0.4259,31.6638,17.3607,1.9569,0.4046,Digital,1,Norte
CL0543,18.6096,1.1712,3.7098,20.7070,5.1821,0.3198,Digital,1,Norte
CL0544,6.4476,0.2187,26.5274,10.7829,2.4798,0.5412,Ejecutivo,1,Centro
CL0545,22.9494,2.8810,40.8001,31.0934,8.3676,0.4116,Ejecutivo,0,Sur
CL0546,19.1578,1.9933,22.9484,11.8469,2.1878,0.3075,Digital,0,Sur
CL0547,17.3673,2.3850,23.7535,12.7161,1.9603,0.5317,Digital,1,Centro
CL0548,4.7181,0.3048,52.3172,24.0208,5.9383,0.3541,Ejecutivo,1,Centro
CL0549,3.6486,0.2402,27.4035,21.6272,1.9486,0.5567,Ejecutivo,0,Sur
CL0550,3.9963,0.1259,13.9351,18.5006,0.6850,0.0825,Mixto,1,Centro
CL0551,13.0999,0.5586,15.9137,19.9105,6.2063,0.1393,Mixto,1,Sur
CL0552,4.1090,0.3056,44.4084,13.7997,4.8170,0.1478,Ejecutivo,1,Sur
CL0553,7.9589,0.5317,13.3680,34.3326,4.4828,0.2646,Mixto,1,Centro
CL0554,9.9291,0.3850,8.4083,24.5363,5.3776,0.2232,Digital,1,Sur
CL0555,4.4659,0.7052,1.0737,24.6916,3.2111,0.0900,Mixto,1,Norte
CL0556,2.9124,0.3552,55.6366,19.3329,0.0000,0.5608,Digital,1,Sur
CL0557,4.2533,0.2004,28.3530,20.3622,3.0654,0.1522,Digital,0,Centro
CL0558,14.4123,0.6979,6.8707,31.0313,6.1463,0.3101,Ejecutivo,1,Norte
CL0559,16.5196,1.1604,8.0662,11.7122,1.5356,0.2210,Ejecutivo,1,Norte
CL0560,4.6102,0.4279,33.5972,16.0868,3.4296,0.3362,Digital,1,Sur
CL0561,7.9128,0.1606,68.3743,21.4889,3.6376,0.2430,Digital,1,Norte
CL0562,7.9307,0.2211,21.5671,31.5191,11.4192,0.3717,Mixto,0,Sur
CL0563,7.9826,0.3148,3.8282,23.6101,3.2376,0.4042,Digital,1,Sur
CL0564,1.0000,0.1050,26.0875,14.8549,0.3088,0.0833,Ejecutivo,0,Norte
CL0565,19.3300,2.0959,10.7146,22.5986,4.7005,0.2274,Mixto,0,Centro
CL0566,10.9304,3.6138,31.0632,33.9149,8.6207,0.5448,Mixto,1,Sur
CL0567,24.5317,1.3614,20.8893,16.4381,1.8065,0.2070,Digital,0,Centro
CL0568,3.3972,0.1535,40.1113,18.2428,4.7029,0.6218,Digital,1,Norte
CL0569,14.0953,0.8957,8.1786,20.0562,9.0476,0.4663,Ejecutivo,0,Sur
CL0570,5.0043,0.1501,34.7935,NA,0.0753,0.4213,Mixto,0,Sur
CL0571,9.1738,0.8566,17.5718,27.9040,6.3339,0.3302,Mixto,0,Centro
CL0572,25.7468,2.5208,21.0169,37.7241,9.8246,0.1504,Mixto,1,Norte
CL0573,10.4595,0.9432,11.1204,27.6218,2.9716,0.3356,Digital,0,Centro
CL0574,16.8564,1.8621,29.4196,13.2628,3.8926,0.2874,Digital,0,Centro
CL0575,29.4573,1.5967,24.5773,17.0299,0.0473,0.1996,Digital,1,Norte
CL0576,7.2444,0.1226,45.6759,18.3047,1.7323,0.0300,Mixto,1,Sur
CL0577,18.4202,0.8139,9.7845,25.4577,8.6477,0.1360,Ejecutivo,0,Norte
CL0578,5.2937,0.2847,32.0162,13.6241,1.3449,0.4691,Digital,1,Norte
CL0579,6.2113,0.2678,23.4760,15.8799,3.0760,0.2026,Digital,1,Centro
CL0580,4.0925,0.0929,36.9000,13.7345,3.1077,0.0300,Mixto,1,Centro
CL0581,15.3261,0.5576,33.8773,25.3473,7.4141,0.0300,Ejecutivo,1,Centro
CL0582,18.1021,1.0718,13.7370,18.4627,3.0389,0.3172,Ejecutivo,1,Centro
CL0583,2.2583,0.2647,21.9712,10.5057,4.0193,0.3381,Mixto,1,Sur
CL0584,12.3689,2.6004,25.5679,31.0887,10.2437,0.3251,Digital,1,Sur
CL0585,11.2935,0.6548,1.0000,22.4109,5.1924,0.2398,Mixto,1,Centro
CL0586,20.9742,0.5812,1.0000,23.8676,3.5246,0.2166,Digital,0,Sur
CL0587,9.1961,0.4950,36.1272,14.8884,2.1127,0.1322,Mixto,0,Norte
CL0588,24.0649,1.5869,1.0000,21.8983,1.3854,0.3673,Ejecutivo,1,Sur
CL0589,5.9063,0.1568,35.0261,14.7464,1.5848,0.1783,Mixto,0,Sur
CL0590,23.0123,0.4723,5.3005,12.8198,8.9861,0.1906,Digital,0,Sur
CL0591,33.4625,2.2022,1.0000,27.3640,1.5312,0.3018,Ejecutivo,0,Sur
CL0592,11.4157,0.8793,16.4896,17.1617,8.3224,0.5197,Ejecutivo,1,Sur
CL0593,16.5443,0.8056,29.3258,33.1276,8.0274,0.3431,Ejecutivo,1,Centro
CL0594,4.1772,0.2626,22.3544,20.4240,4.1109,0.5254,Ejecutivo,1,Sur
CL0595,3.7379,0.2691,44.3825,19.4857,2.2410,0.1430,Ejecutivo,1,Sur
CL0596,2.9720,0.0615,43.0913,18.5505,0.0000,0.2763,Mixto,0,Norte
CL0597,14.1793,0.7563,4.0599,37.1187,5.0558,0.1502,Digital,1,Sur
CL0598,17.9617,3.3678,26.4400,34.1054,7.9134,0.4634,Mixto,1,Norte
