ventana_id,terminal,camiones_cola,muelles_activos,peso_t,revision_documental,operarios,prioridad,cola_proxy,codigo_aleatorio,espera_min,costo_espera_real_clp
V0330,Norte,6,5,16.2121,1,14,0,6.2736,2008,15.0889,27231.6521
V0331,Sur,12,6,13.2426,0,11,0,11.8427,1970,22.0104,39741.1689
V0332,Centro,7,6,6.4162,0,10,0,6.6716,1267,9.7112,17553.4673
V0333,Sur,1,4,2.9519,1,11,0,1.0473,1104,8.0471,14447.1452
V0334,Centro,5,2,15.4402,0,8,0,5.1147,2195,16.6747,29997.9136
V0335,Sur,4,2,12.0842,1,11,0,4.0742,1994,14.4928,25951.8076
V0336,Sur,2,5,18.3526,0,11,0,2.0453,1030,7.7234,14080.5394
V0337,Centro,3,2,14.5209,1,9,0,2.7794,1536,13.6310,24539.6471
V0338,Norte,9,3,21.3021,1,14,0,8.5117,1711,32.2675,58038.6325
V0339,Centro,5,3,7.4433,0,8,0,5.1214,2027,7.4144,13326.0690
V0340,Sur,5,4,8.0849,1,4,0,5.2525,2140,13.8741,25103.1776
V0341,Norte,7,4,23.6691,0,10,0,6.9157,1614,18.7882,33798.7884
V0342,Norte,3,5,20.7662,1,9,0,2.8192,2168,12.3390,22300.3345
V0343,Centro,3,3,4.3999,1,14,0,2.9691,1569,8.2698,14768.2730
V0344,Sur,3,4,23.6253,0,8,0,2.9952,1562,7.3457,13143.0788
V0345,Centro,14,3,22.4775,0,8,1,14.2439,2050,32.9150,59361.7516
V0346,Sur,8,4,21.2056,0,7,1,8.1566,1350,21.1756,37982.0645
V0347,Centro,4,3,10.1643,0,8,0,3.6478,1517,10.4536,18776.1059
V0348,Norte,6,2,18.4537,0,11,1,6.0314,2089,20.0499,36144.5197
V0349,Norte,7,3,2.8093,0,7,0,6.8447,1579,16.7181,30029.1489
V0350,Norte,7,5,19.3583,0,6,0,6.4122,1739,11.9294,21444.1497
V0351,Norte,11,6,5.1922,0,14,0,10.8710,1213,20.2321,36395.2950
V0352,Norte,4,5,22.9261,0,12,0,3.8884,1837,9.4658,17072.5823
V0353,Centro,9,5,12.4807,0,5,0,9.4632,1505,19.8005,35653.1745
V0354,Sur,9,2,5.1305,0,7,0,8.8754,1525,30.4026,54955.5067
V0355,Norte,6,6,23.0534,0,5,0,6.2187,1172,9.5096,17155.6597
V0356,Norte,8,2,20.7620,1,7,0,8.1549,1535,38.1851,68366.1701
V0357,Centro,2,5,4.8806,0,11,0,1.7970,1626,3.7870,6787.7792
V0358,Norte,4,5,10.0565,0,9,0,3.7634,1170,4.8821,8884.6064
V0359,Centro,6,4,12.2437,0,4,0,6.1877,1315,11.2780,20256.8317
V0360,Norte,4,3,5.5553,0,12,0,4.1147,1942,6.5412,11789.2742
V0361,Norte,6,2,13.4388,0,10,0,5.7786,2124,16.7039,30058.0889
V0362,Norte,3,5,4.8595,1,7,0,2.7407,1956,11.3213,20407.6010
V0363,Centro,8,4,9.7129,1,4,0,8.2455,2193,22.9901,41392.8109
V0364,Norte,5,2,17.8966,1,8,0,4.4445,1260,21.7258,39201.5931
V0365,Norte,2,5,14.1224,0,5,0,2.1641,1642,7.2481,13038.2941
V0366,Norte,4,4,10.3987,0,4,0,4.5215,1007,6.7196,12113.9060
V0367,Centro,8,4,3.5533,0,4,0,8.0141,1195,18.2992,32832.5237
V0368,Centro,7,4,11.1682,0,5,0,7.1384,1167,15.8312,28507.2134
V0369,Centro,5,2,22.7926,0,4,0,5.2209,1285,17.7967,31990.3790
V0370,Centro,4,4,12.1972,0,10,0,4.4218,1978,5.4469,9803.0199
V0371,Centro,6,6,9.5623,0,13,1,6.1889,2127,6.5481,11750.0233
V0372,Norte,5,3,9.8618,1,13,0,4.5857,1162,14.8847,26656.4801
V0373,Sur,13,6,16.5730,0,8,0,12.6879,1191,28.3235,50931.6790
V0374,Centro,7,5,19.1595,1,14,0,7.2664,1938,16.0362,28872.9548
V0375,Sur,7,3,18.2291,0,4,0,7.0709,2170,17.0921,30632.3737
V0376,Sur,10,3,13.5226,0,8,0,9.8412,1055,22.8118,40973.7846
V0377,Norte,6,5,16.0048,0,6,0,6.1170,1434,8.9187,16031.9746
V0378,Norte,7,3,15.7686,0,6,0,7.5783,2043,18.7237,33696.7158
V0379,Sur,9,6,22.5275,1,4,0,9.0485,2192,23.0667,41495.2943
V0380,Centro,6,2,5.9059,0,14,0,5.8198,1555,18.7323,33689.1308
V0381,Norte,6,6,19.7240,0,8,0,5.7673,2035,6.8062,12228.7003
V0382,Centro,7,3,17.1306,0,7,0,6.8051,1050,19.3991,34915.9373
V0383,Sur,6,2,3.9100,0,11,0,5.6138,1725,11.8307,21205.2638
V0384,Sur,11,2,3.6504,0,9,0,11.0145,2009,33.3701,60004.8663
V0385,Centro,9,5,8.4723,0,6,0,8.8788,1832,15.9388,28587.5862
V0386,Norte,7,4,4.8313,1,12,0,7.0626,2056,21.2569,38034.9924
V0387,Centro,10,6,7.6446,0,13,1,10.2016,1741,15.8421,28491.7609
V0388,Norte,8,4,6.3143,0,12,1,8.1402,2114,15.1974,27363.2936
V0389,Sur,6,4,20.6846,0,8,0,5.7832,1758,9.7200,17545.5139
V0390,Centro,7,4,11.8035,0,7,0,6.9377,1136,12.3451,22148.7715
V0391,Sur,8,3,5.0717,0,7,0,7.8741,1100,18.1921,32872.9001
V0392,Centro,3,2,15.3595,0,12,0,2.9232,1200,10.1309,18263.2989
V0393,Norte,4,6,22.0005,1,14,0,4.7732,1414,9.4311,17043.4611
V0394,Centro,1,2,2.9016,1,14,0,1.5683,2110,8.7707,15925.6209
V0395,Sur,5,4,5.1889,1,5,0,5.1488,2013,11.0190,20008.2531
V0396,Sur,5,2,19.1490,0,12,1,5.5041,1101,17.1945,31334.3554
V0397,Sur,8,4,16.3869,0,8,0,8.4284,1298,17.7621,32004.2246
V0398,Sur,5,6,13.8045,0,13,0,4.5187,1133,6.3914,11694.3803
V0399,Sur,3,3,18.6921,0,9,0,2.6746,1008,9.0636,16228.2417
V0400,Sur,8,2,19.7231,1,6,0,8.1934,1951,34.8447,62658.3304
V0401,Sur,6,4,22.4695,0,5,0,6.7200,1647,13.9280,25298.8361
V0402,Sur,4,6,16.3260,0,5,0,4.2457,1669,6.0394,10875.0970
V0403,Norte,7,4,4.9916,0,12,0,7.1330,1059,14.9049,26724.7181
V0404,Sur,13,2,15.3850,0,7,0,12.8470,1351,49.5252,88976.0399
V0405,Norte,7,2,20.7750,0,11,0,7.5103,1119,26.6777,47890.9002
V0406,Centro,7,5,19.0506,1,14,0,7.1769,1219,17.6577,31605.4616
V0407,Sur,3,5,12.0224,0,7,0,3.0064,1062,6.8850,12468.4358
V0408,Sur,7,4,13.1184,0,11,0,6.8644,1201,12.5098,22702.4670
V0409,Sur,8,6,5.9978,0,13,0,7.7306,1025,6.8379,12341.1031
V0410,Sur,5,4,17.8935,0,6,0,4.8165,1778,7.1046,12786.0507
V0411,Centro,5,4,7.4541,0,14,0,4.6942,1004,5.3636,9600.9321
V0412,Sur,6,5,9.0493,0,6,0,6.2524,1392,9.6820,17419.6996
V0413,Centro,6,6,19.5003,1,4,0,6.1205,1360,12.9837,23343.5184
V0414,Sur,8,3,4.3214,0,7,1,8.2604,1786,19.0603,34476.6878
V0415,Centro,5,4,4.7631,1,6,0,5.1862,2016,12.6150,22743.1569
V0416,Centro,5,5,23.8187,0,14,1,4.9111,2053,10.5574,18936.3062
V0417,Norte,3,5,11.9003,1,13,0,3.1034,1736,11.4050,20596.0176
V0418,Sur,12,4,15.8033,0,4,0,11.9186,1187,26.5321,47654.9322
V0419,Centro,5,3,16.8164,0,4,0,4.8743,1056,15.5489,27997.5366
V0420,Sur,10,6,4.9656,0,13,0,9.6584,1967,15.7995,28528.3254
V0421,Sur,1,5,12.2123,0,13,1,1.2688,1481,8.8862,15830.9786
V0422,Sur,6,6,2.1159,0,6,0,5.8268,1676,5.6686,10107.4347
V0423,Norte,8,4,3.7393,0,10,0,7.8970,1631,14.8947,26771.2375
V0424,Sur,5,6,19.9994,0,10,0,4.6611,1659,9.4603,17211.7652
V0425,Norte,4,3,7.0609,0,13,0,4.3852,1625,5.8598,10705.5802
V0426,Centro,9,5,9.5515,0,11,0,9.4322,1820,18.2359,32619.6160
V0427,Sur,8,4,4.1020,0,11,0,8.4778,1405,16.0993,28928.4462
V0428,Centro,3,2,7.1539,1,6,0,3.5213,2198,13.3296,23990.2486
V0429,Centro,6,5,14.8213,0,7,0,5.5504,1603,13.2064,23616.3644
V0430,Centro,4,3,20.2077,0,4,0,4.0339,1783,9.5443,17177.4154
V0431,Sur,3,4,11.0235,0,13,0,3.3992,1802,6.8018,12180.5538
V0432,Centro,7,5,22.6370,0,5,1,7.0577,1601,13.1532,23611.3552
V0433,Centro,8,4,23.4040,0,4,0,8.2429,1757,20.0474,36178.2577
V0434,Centro,8,5,6.4051,1,7,0,7.9900,1381,16.4387,29570.4260
V0435,Norte,6,4,4.7890,0,9,0,5.8953,1851,9.1407,16424.0262
V0436,Norte,7,2,6.2364,0,5,1,6.8352,2113,23.5479,42317.0116
V0437,Centro,9,4,2.8069,0,11,1,9.1812,1311,19.1906,34493.9667
V0438,Sur,4,4,11.8324,0,12,0,4.0157,1920,6.4088,11689.3502
V0439,Sur,3,3,11.7483,0,7,0,2.5271,1864,3.5646,6304.2477
V0440,Centro,8,6,4.8978,0,4,0,7.9569,1609,8.3363,15021.5982
V0441,Centro,10,5,16.4389,0,11,0,9.7497,1164,23.0461,41421.7799
V0442,Norte,6,5,6.1087,0,11,0,5.9583,1372,6.3384,11292.9771
V0443,Centro,7,2,17.8150,0,6,0,7.1311,2199,23.7792,42787.0221
V0444,Sur,2,3,23.2510,0,9,0,1.8131,1985,6.9503,12591.4338
V0445,Centro,1,5,19.8513,0,11,0,1.5732,2126,9.1048,16347.2402
V0446,Sur,5,5,19.4653,1,5,0,5.2009,1314,13.0917,23642.1249
V0447,Sur,4,4,14.8578,1,11,0,4.0703,1552,9.2583,16786.8147
V0448,Norte,8,5,2.0551,0,13,0,8.2849,1102,9.9951,17941.9358
V0449,Centro,9,3,19.4276,0,9,0,9.0123,1728,21.4163,38560.9241
V0450,Norte,1,2,11.2466,0,4,0,1.3608,1243,6.3323,11460.6694
V0451,Sur,5,6,15.6129,1,8,1,4.8974,2109,11.6780,20970.3584
V0452,Norte,3,5,18.1273,1,6,0,3.2507,1121,13.1151,23594.9278
V0453,Sur,3,4,7.9172,1,8,1,3.0048,1708,7.3753,13398.9158
V0454,Sur,13,5,14.4370,0,9,0,12.9304,1404,28.4969,51256.8779
V0455,Centro,8,6,2.7510,0,5,0,7.7922,1307,9.4649,16899.6799
V0456,Sur,7,4,13.8214,1,14,0,7.1150,1292,26.2127,47169.2250
V0457,Sur,5,6,14.0738,0,13,0,4.7943,1032,8.5520,15445.4082
V0458,Sur,3,6,16.8039,0,4,0,2.5995,2105,6.4541,11595.1418
V0459,Norte,6,4,23.9709,0,4,0,6.1930,1146,14.2017,25571.2159
V0460,Sur,11,3,9.0732,1,14,0,11.3962,1289,33.6420,60369.8842
V0461,Centro,5,3,22.9447,1,13,1,4.3818,1061,18.2997,33121.9680
V0462,Centro,6,3,23.2954,1,5,0,6.1574,2120,22.7542,40900.1686
V0463,Sur,8,3,20.3685,0,8,1,7.9650,1508,18.7117,33753.9563
V0464,Centro,8,5,22.1042,1,12,0,8.1817,1640,21.7816,39340.9682
V0465,Centro,8,4,11.5387,0,6,0,8.1124,2194,16.6067,29792.3761
V0466,Centro,2,4,6.4880,0,9,0,2.2146,1023,5.6620,10173.6497
V0467,Norte,4,6,17.5853,1,4,1,3.6484,1858,10.9773,19754.2113
V0468,Norte,3,6,7.5334,1,9,0,2.9025,1043,8.0566,14425.7936
V0469,Sur,3,4,7.3785,0,11,0,2.7258,1176,6.3038,11509.1904
V0470,Sur,5,6,10.3516,1,14,0,4.6734,1987,9.5152,17188.5551
V0471,Centro,4,6,21.5650,0,10,0,3.9502,2155,8.3904,15005.6185
V0472,Sur,6,5,16.2766,1,12,0,6.0768,1812,13.8344,24977.4177
V0473,Centro,7,3,23.9847,0,7,0,6.8781,1572,18.2525,32719.4350
V0474,Norte,2,2,13.8556,1,7,1,1.8194,1509,10.8048,19474.6951
V0475,Sur,5,4,13.8289,1,7,0,5.0948,1034,12.2223,21992.1332
V0476,Centro,6,5,16.0114,1,9,0,6.3986,2146,11.1592,19942.1474
V0477,Sur,5,5,6.7488,0,4,0,5.4958,1722,6.8782,12291.5697
V0478,Sur,6,3,22.4404,0,7,0,5.9397,1443,16.8651,30527.3518
V0479,Centro,9,2,18.7425,0,5,0,8.9727,1681,29.2060,52520.5255
V0480,Sur,5,3,13.2837,0,10,0,5.5469,1605,9.5399,17058.5436
V0481,Sur,6,3,7.4667,0,6,0,5.8322,1174,13.0064,23654.6045
V0482,Sur,4,2,11.2583,0,4,0,3.5432,1066,12.5201,22457.7852
V0483,Centro,4,5,2.2618,0,12,0,3.8310,1587,6.5366,11752.5071
V0484,Norte,8,6,7.8654,0,14,1,8.3265,2175,10.9729,19818.9194
V0485,Norte,4,6,18.9548,1,9,1,3.9662,1940,9.6070,17285.8187
V0486,Norte,4,2,17.4249,1,8,0,4.0124,1923,17.9842,32614.5646
V0487,Norte,4,4,23.2367,0,8,0,3.8244,1845,4.3055,7867.8742
V0488,Sur,6,5,16.5620,0,7,0,6.2024,1590,10.9206,19730.1948
V0489,Norte,7,3,7.6130,0,9,0,6.5169,2066,13.8720,24830.4297
V0490,Centro,6,6,14.0696,1,11,1,5.4906,1158,15.9760,28741.6328
V0491,Norte,8,5,7.5646,0,13,1,8.1548,1543,14.3994,25784.0828
V0492,Sur,1,3,9.0330,0,5,1,1.3170,2197,4.9744,9107.0989
V0493,Centro,2,3,11.9231,0,9,0,1.7330,2038,5.5479,10052.0497
V0494,Centro,9,2,4.1757,0,14,1,9.5417,1166,28.4679,51450.3343
V0495,Norte,6,4,8.0635,0,9,0,5.7604,1019,6.0780,10790.1938
V0496,Centro,5,5,19.9536,0,5,0,4.8935,1859,4.3952,7920.2502
V0497,Centro,5,4,20.2362,1,4,0,4.5487,1931,17.2972,31192.8708
V0498,Centro,9,5,17.5999,0,12,0,8.7301,1382,18.8963,34169.0919
V0499,Centro,8,6,8.3745,0,4,1,7.7804,2122,14.1563,25376.7657
V0500,Sur,6,3,14.3122,0,7,0,5.5032,1991,13.3135,23964.5360
V0501,Centro,6,5,23.3018,0,14,0,6.4019,2003,12.4083,22397.9477
V0502,Centro,8,3,10.3893,0,11,0,7.8146,1251,21.7588,39128.5766
V0503,Norte,4,5,23.5152,0,8,0,3.6456,1140,8.6829,15552.8009
V0504,Sur,3,2,23.8853,0,4,1,3.2818,1933,12.3168,22185.4275
V0505,Centro,8,5,23.1979,0,7,0,7.9365,1111,12.7269,22919.7536
V0506,Centro,6,4,19.0991,0,9,0,6.4699,1675,13.4746,24309.2155
V0507,Centro,3,5,19.7191,0,10,0,3.2723,1703,6.0418,10866.3177
V0508,Norte,9,3,5.7090,1,5,0,8.8462,1765,30.5978,55185.4941
V0509,Centro,4,3,5.6734,0,12,0,4.2331,1538,5.9732,10622.6554
V0510,Norte,5,3,18.8061,1,6,0,5.3357,2029,19.5852,35264.6129
V0511,Sur,8,5,13.4825,0,8,1,8.5827,1730,15.1392,27284.2357
V0512,Sur,4,4,7.5586,0,6,0,3.9281,1461,4.2633,7698.6387
V0513,Norte,5,3,3.4900,1,5,0,5.1447,1909,15.4200,27731.8876
V0514,Norte,9,4,2.8414,1,6,0,8.7954,1144,20.4996,36857.4961
V0515,Sur,8,2,2.2524,1,8,0,7.3602,1011,30.8813,55519.3383
V0516,Sur,5,5,22.7700,0,5,0,5.3397,1190,7.8145,13900.9915
V0517,Sur,9,5,14.0438,1,6,0,9.1897,2049,21.3184,38404.7258
V0518,Centro,5,4,15.5520,0,14,1,4.9496,1012,13.2002,23821.9064
V0519,Centro,4,3,17.3614,0,7,0,4.2273,1795,12.5898,22545.4881
V0520,Centro,5,4,22.4308,1,9,1,5.3093,1860,18.1754,32710.7832
V0521,Norte,10,5,23.9412,0,4,0,9.7655,1769,26.8612,48320.0358
V0522,Sur,4,5,6.6131,0,13,0,4.0771,1619,5.6540,10190.8948
V0523,Centro,5,6,5.6819,0,9,0,4.9643,1885,9.3765,16846.6409
V0524,Sur,10,6,13.9956,0,14,0,9.7487,1268,20.0580,36221.1501
V0525,Norte,5,5,9.0186,0,11,0,5.1487,1063,4.8257,8745.7173
V0526,Norte,7,3,9.7117,0,7,0,6.7051,1828,10.1388,18053.9307
V0527,Sur,7,2,7.8264,0,11,0,7.1877,1096,24.5632,44152.1181
V0528,Sur,8,6,7.0571,0,8,0,8.0486,1897,8.2558,14944.2714
V0529,Centro,7,3,22.9015,0,11,0,7.2977,1629,21.2718,38273.8519
V0530,Centro,5,6,18.7802,1,9,0,4.7755,1343,12.7231,22750.6680
V0531,Sur,7,4,8.6324,0,14,0,6.8947,1982,16.3898,29551.5420
V0532,Centro,8,3,14.5256,1,12,0,7.9954,1905,20.7183,37167.4814
V0533,Sur,4,6,5.4812,0,9,0,3.9083,2078,1.5084,2784.2969
V0534,Norte,7,4,2.7293,0,11,1,7.1386,2159,15.2044,27385.9755
V0535,Norte,6,2,22.7616,0,8,0,5.9963,1883,15.0379,26884.9504
V0536,Centro,7,5,17.4751,0,6,0,6.3729,1670,6.2186,11278.5036
V0537,Sur,4,4,15.0597,0,6,0,3.6830,2072,4.1330,7624.0220
V0538,Sur,1,6,23.0139,0,4,0,1.2577,1617,10.2361,18658.6123
V0539,Centro,8,6,7.1497,0,8,0,7.8433,1563,6.1818,11094.6837
V0540,Norte,6,5,3.8826,0,5,0,6.0580,1173,2.1236,3918.0046
V0541,Centro,5,6,11.3054,1,6,0,4.9410,1912,11.1633,20258.3342
V0542,Sur,4,2,18.7654,0,5,0,4.0758,1958,12.5455,22553.1573
V0543,Norte,7,3,9.8124,0,13,0,6.6431,2144,19.9501,35904.4365
V0544,Norte,3,6,9.5627,0,14,0,3.1882,1945,2.3937,4335.7895
V0545,Centro,11,4,8.9490,0,5,0,10.7811,2020,30.6911,55233.4962
V0546,Norte,6,3,11.2301,0,4,1,6.0630,2118,15.9826,28915.0415
V0547,Norte,9,3,8.0982,1,13,0,8.9696,1275,24.7225,44478.9756
V0548,Norte,7,6,13.2826,0,8,0,6.6633,1018,2.4439,4324.6987
V0549,Norte,7,4,9.8192,0,13,0,7.0967,2095,14.4322,26040.5227
V0550,Norte,8,2,18.3524,0,9,0,7.7685,1900,30.1661,54352.3948
V0551,Centro,3,5,4.5658,0,13,1,3.2541,1118,5.3719,9680.7243
V0552,Norte,12,3,9.3069,0,9,0,12.1577,1768,27.5462,49630.7819
V0553,Centro,3,4,20.7426,0,7,0,2.7339,1483,6.7094,12093.5326
V0554,Centro,3,2,6.0635,0,4,0,3.2654,1673,8.7023,15733.8180
V0555,Sur,7,4,5.7774,0,4,0,6.9383,1503,11.9045,21401.3344
V0556,Norte,10,6,7.3827,0,7,0,9.8463,2165,17.3707,31579.2704
V0557,Norte,9,3,21.4607,0,12,0,9.4457,2040,22.9253,41118.2393
V0558,Centro,2,4,16.9609,0,8,0,2.1978,1361,7.6147,13781.9362
V0559,Centro,9,2,8.7341,0,6,0,8.7491,1450,34.6485,62379.6358
V0560,Centro,4,3,14.1094,0,12,1,4.0559,1668,8.7605,15772.6684
V0561,Sur,3,4,6.4044,0,5,0,2.7162,1294,2.2515,4127.3203
V0562,Centro,5,5,23.5452,1,14,0,5.4187,2135,13.6507,24529.8439
V0563,Norte,4,2,11.2708,1,6,1,4.3161,1875,18.7491,33647.2133
V0564,Centro,5,6,4.6226,0,9,0,5.1827,1486,2.9379,5244.4559
V0565,Centro,6,4,7.6666,1,6,0,6.1486,1325,12.6175,22713.3222
V0566,Centro,4,2,23.4115,0,8,1,3.7644,1779,12.5104,22408.3202
V0567,Sur,5,4,8.9001,0,4,0,5.3033,1306,8.1203,14582.1850
V0568,Centro,3,4,23.0996,0,11,0,2.9572,1196,5.2689,9472.9603
V0569,Norte,5,4,20.6516,0,13,0,5.0112,1973,13.4131,24027.5047
V0570,Centro,10,4,17.6012,1,12,1,9.8467,1052,30.4019,54737.6681
V0571,Norte,4,6,5.9413,0,11,0,3.7978,1106,4.2522,7606.6099
V0572,Centro,3,2,14.5979,1,5,0,3.0900,1755,13.3292,23868.8155
V0573,Norte,7,5,20.0579,1,13,0,6.3451,1947,15.3580,27474.2838
V0574,Centro,4,4,15.5711,0,8,0,4.4045,1406,5.6647,10291.1200
V0575,Centro,9,5,8.3378,0,9,0,9.0345,1452,18.5165,33319.8727
V0576,Sur,8,5,15.8336,0,9,0,7.8777,1185,15.3579,27672.5697
V0577,Norte,8,5,10.6471,0,5,0,8.5182,1852,15.2975,27487.2998
V0578,Sur,6,2,14.8788,0,11,1,6.0319,1520,15.6338,28218.8266
V0579,Sur,2,6,11.2957,0,4,0,1.9951,1389,4.9503,8940.9232
V0580,Centro,9,5,19.7197,0,6,1,9.0399,1473,14.3284,25706.6725
V0581,Centro,9,4,11.8447,0,11,0,9.5848,1449,18.7856,33608.9065
V0582,Centro,5,5,5.7763,0,8,0,4.8852,1258,5.3098,9453.0545
V0583,Norte,5,2,15.3874,0,6,0,4.9619,1491,10.6338,19128.7254
V0584,Sur,7,5,17.9868,1,12,0,6.7292,1076,15.7227,28370.0781
V0585,Centro,5,3,13.8191,1,10,0,5.3945,1253,17.2711,31155.5794
V0586,Norte,6,5,21.0664,0,5,0,5.9674,1683,8.8364,15938.9131
V0587,Norte,6,3,8.9977,0,5,0,6.4899,1131,14.4686,26120.3721
V0588,Sur,10,5,12.6327,0,6,0,9.5718,1646,17.8979,32089.7649
V0589,Centro,9,4,3.6202,0,10,0,8.9307,1177,18.4856,33418.5876
V0590,Norte,4,6,9.3750,0,7,0,4.0941,1589,7.3519,13424.7666
V0591,Centro,4,4,21.1659,0,9,0,3.6458,1575,3.8973,7250.4940
V0592,Centro,2,5,18.7656,0,5,0,2.1086,1593,10.5227,18769.8974
V0593,Sur,7,4,23.1326,0,9,0,6.6105,2191,15.1501,27344.5066
V0594,Sur,7,5,6.9463,0,11,1,6.9424,1620,6.8447,12304.3898
V0595,Centro,6,2,21.6010,0,13,0,5.6083,1313,17.9649,32401.6887
V0596,Sur,6,6,23.6098,0,13,0,5.9424,1521,7.5589,13617.4291
V0597,Sur,5,2,19.5229,0,4,0,5.1004,1545,17.8832,32138.0764
V0598,Sur,3,4,11.7812,1,4,0,2.9043,1785,11.3495,20387.4013
V0599,Centro,10,6,6.7618,0,11,0,9.3032,1459,14.2084,25639.6694
V0600,Sur,10,2,17.5771,0,4,0,10.3626,1009,33.8169,60877.5956
V0601,Centro,3,4,15.2333,1,5,0,2.9802,2070,9.6523,17415.6339
V0602,Sur,8,3,6.0473,0,8,0,8.2122,1178,21.8386,39326.4629
V0603,Centro,6,3,18.2976,0,7,0,6.4879,1602,12.6219,22601.5273
V0604,Centro,3,6,11.0338,0,10,0,2.8015,1284,2.5242,4616.8237
V0605,Sur,2,6,19.1926,0,12,0,1.7562,1506,5.7283,10380.3516
V0606,Norte,7,2,3.6918,0,6,0,7.4030,1707,25.1018,45214.6569
V0607,Sur,7,6,21.5602,0,6,0,7.1245,1237,10.5194,18982.7163
V0608,Sur,9,2,14.1224,0,5,0,9.4221,1368,34.9954,63273.4427
V0609,Norte,4,4,17.5259,0,9,0,3.4844,1078,8.0005,14468.0728
V0610,Norte,5,4,6.7503,0,12,0,4.7708,1530,6.0533,10960.6059
V0611,Sur,5,2,16.0080,0,12,0,4.9976,1878,13.8803,25127.3290
V0612,Norte,2,2,5.4266,0,12,0,1.4105,1067,4.7132,8513.3160
V0613,Norte,8,2,2.6922,0,7,0,7.7858,1868,25.7814,46415.9255
V0614,Norte,6,4,17.8844,0,9,0,6.1167,1233,11.6092,20948.0565
V0615,Norte,7,3,11.6700,0,13,0,7.0035,1065,17.9731,32428.2888
V0616,Norte,11,4,12.7030,0,9,0,11.6360,1689,24.3288,43877.2925
V0617,Norte,1,6,23.7626,0,5,0,1.0995,2025,8.9850,16079.3138
V0618,Norte,5,2,9.8000,0,14,0,5.0952,1972,10.6696,19358.1151
V0619,Centro,3,3,19.6986,1,4,0,3.4574,1964,13.3385,24035.8877
V0620,Sur,9,3,11.4663,1,13,1,9.4982,2147,26.8240,48286.4968
V0621,Centro,4,4,11.5230,0,6,1,4.3773,1718,6.0869,10890.1499
V0622,Norte,7,6,3.0737,0,4,0,6.7433,1687,7.8822,14122.9709
V0623,Norte,9,4,18.6243,0,4,0,9.2742,1686,16.0960,28860.5489
V0624,Norte,6,5,13.9220,0,8,0,5.3757,1180,8.2624,14830.2598
V0625,Sur,4,6,10.0085,0,9,0,3.7830,2188,6.0246,10784.9841
V0626,Centro,6,6,22.9162,0,4,0,5.5962,1393,8.5177,15576.0091
V0627,Norte,9,5,14.7396,1,8,0,8.6597,1332,23.5839,42452.2964
V0628,Norte,3,2,8.8952,0,13,1,2.8640,1691,9.2192,16527.7108
V0629,Centro,5,5,12.1211,0,4,1,5.0781,1024,9.3652,16819.2543
V0630,Sur,5,6,8.3667,0,8,0,5.1167,1345,5.3304,9678.1992
V0631,Sur,8,3,16.6154,0,4,0,8.0314,2148,21.5041,38712.0326
V0632,Norte,8,4,22.0326,1,11,0,7.7944,1426,22.1943,40026.4551
V0633,Sur,9,5,4.3743,1,10,1,9.1562,1547,21.8159,39290.4507
V0634,Norte,8,2,23.5339,0,13,0,7.8921,1116,30.9724,55763.1685
V0635,Norte,8,3,17.5019,1,8,0,8.0484,1946,25.1910,45496.8086
V0636,Norte,5,4,6.8032,0,12,0,4.7119,1896,4.7312,8609.2263
V0637,Centro,5,4,12.8844,1,11,0,4.4331,2057,14.2381,25647.7236
V0638,Centro,6,2,9.9620,0,14,0,5.9570,1444,17.6062,31797.3453
V0639,Norte,6,3,21.5011,0,7,0,5.9794,1690,13.9080,24969.4370
V0640,Centro,3,3,15.9995,0,8,0,2.9089,2034,8.0133,14282.8921
V0641,Norte,5,3,20.0773,0,5,1,4.9508,2102,12.0921,21889.8072
V0642,Sur,9,2,15.7319,0,8,1,9.3142,2133,31.9135,57605.6248
V0643,Norte,4,6,8.9145,0,4,0,3.7498,1571,3.4310,6261.8599
V0644,Centro,3,4,2.4016,0,6,0,3.2258,1534,4.4402,7922.7279
V0645,Centro,4,5,21.1269,0,5,0,3.7588,1370,8.4200,15141.3539
V0646,Sur,8,3,5.9410,0,12,0,8.0637,1367,22.8520,41136.3662
V0647,Norte,6,5,10.3624,0,7,0,6.1570,1490,6.8574,12425.6829
V0648,Norte,10,4,3.2364,0,11,0,9.9742,1715,21.9161,39388.6318
V0649,Centro,9,3,10.2649,0,6,1,8.7823,1259,21.3411,38397.3396
V0650,Norte,5,3,19.2265,0,12,0,4.7070,2100,13.3596,23997.0786
V0651,Norte,4,3,14.7055,0,4,0,4.1783,1794,9.3974,16936.3546
V0652,Norte,8,4,9.5868,0,7,1,7.9081,1856,18.3026,32976.9519
V0653,Sur,2,6,6.4562,0,6,1,1.9607,1874,6.1390,10965.8306
V0654,Norte,5,3,5.5743,0,9,0,4.8969,1060,9.9764,17905.9844
V0655,Centro,6,5,17.9440,0,11,0,5.8673,1567,10.9958,19843.4604
V0656,Norte,7,3,8.2884,1,11,1,6.5135,1181,21.2847,38307.2958
V0657,Norte,4,6,23.7641,1,4,0,3.9639,1465,12.5775,22684.9141
V0658,Sur,7,5,2.9675,1,7,0,7.3784,1042,15.9065,28676.1546
V0659,Centro,4,2,9.1956,0,5,0,3.5425,1961,10.8698,19750.0441
V0660,Norte,5,5,5.8468,1,7,0,5.3774,1206,10.3933,18764.5492
