registro_id,fecha,centro,turno,pedidos,unidades,lineas,distancia_m,ocupacion_pct,operarios,urgentes_pct,promocion,carga_proxy_1,carga_proxy_2,horas_persona,costo_cierre_clp,ruido_1,ruido_2,ruido_3,ruido_4,rol_particion
R1352,2026-06-18,C8,Manana,143,280,200,927.0766,81.9948,17,3.5964,1,143.5538,144.5105,8.6648,64636.5378,-0.3601,0.5814,0.4118,0.6671,prueba
R1353,2026-06-19,C1,Tarde,142,312,178,1798.8194,50.3926,8,9.7442,1,142.6178,149.8687,7.2441,57654.7577,-1.9055,-0.4912,-0.3954,-0.1317,prueba
R1354,2026-06-19,C2,Manana,149,364,164,891.9413,44.3373,11,6.1356,1,151.8176,155.0796,6.8130,50640.8448,2.2684,0.7797,0.4005,-0.6428,prueba
R1355,2026-06-19,C3,Manana,158,424,160,1453.4868,70.6278,8,12.6145,0,155.9502,161.1069,11.8016,87206.7832,-0.9094,0.4954,-0.4547,1.2083,prueba
R1356,2026-06-19,C4,Manana,151,274,150,467.6543,50.0120,14,9.9938,0,150.6081,141.7235,7.1708,52721.9299,1.6833,-1.5722,-0.1711,-0.7210,prueba
R1357,2026-06-19,C5,Manana,146,311,135,1281.7673,52.5800,12,2.1833,0,147.9209,150.4769,5.4547,38598.9225,-0.1288,-0.8221,0.6041,-2.8769,prueba
R1358,2026-06-19,C6,Tarde,155,293,152,1330.7062,73.4530,7,16.9626,0,152.0204,149.6735,13.0880,99672.9042,-1.4820,0.0856,1.2719,0.1419,prueba
R1359,2026-06-19,C7,Tarde,175,466,222,682.8385,78.6584,10,29.7191,1,175.3538,177.9856,16.1964,120962.7666,1.0212,-1.2046,-0.0849,-1.0293,prueba
R1360,2026-06-19,C8,Manana,157,533,213,1504.1867,89.4000,13,9.7482,1,156.9564,162.0348,14.4290,107856.4564,-0.5820,1.4326,-0.2892,1.1500,prueba
R1361,2026-06-20,C1,Manana,143,265,153,1730.1412,42.1882,16,2.2588,0,146.1724,143.0019,9.6960,71827.5685,-0.2558,0.6265,-0.9782,-0.7703,prueba
R1362,2026-06-20,C2,Tarde,120,410,156,523.6260,37.1718,8,22.5505,1,119.2100,116.0395,11.8301,88821.0068,2.0719,-1.7363,0.6780,-0.1188,prueba
R1363,2026-06-20,C3,Tarde,133,314,143,1770.9837,50.1785,14,19.6276,1,127.9870,127.0051,5.3109,38888.7224,-1.8765,-1.5713,0.0596,-1.6435,prueba
R1364,2026-06-20,C4,Tarde,150,450,154,1021.5613,NA,12,27.2293,1,148.6637,148.7297,8.3389,64450.0140,1.2295,0.8362,0.7040,0.6043,prueba
R1365,2026-06-20,C5,Tarde,131,197,126,NA,74.9852,7,0.3519,0,132.2001,134.7461,10.7971,82383.5395,-0.4613,0.0273,-0.0263,-1.3440,prueba
R1366,2026-06-20,C6,Manana,152,233,158,1838.6209,46.8324,14,10.8018,1,149.1811,156.0271,7.2277,53415.8648,0.7827,1.7210,0.5310,-0.9621,prueba
R1367,2026-06-20,C7,Tarde,151,364,163,1639.6435,63.3120,7,22.4007,1,151.8191,151.4391,9.2827,67853.5024,-0.1938,0.0769,0.9501,0.4597,prueba
R1368,2026-06-20,C8,Manana,143,357,171,2128.2445,80.4570,13,21.9319,1,141.2616,137.4039,8.8849,66356.8006,-0.7152,0.7856,-0.1022,-0.0041,prueba
R1369,2026-06-21,C1,Tarde,155,254,189,NA,75.3717,15,28.4152,1,159.7662,155.9463,10.4303,78175.1345,-0.0169,-0.3134,0.6900,-1.0689,prueba
R1370,2026-06-21,C2,Tarde,130,244,137,1896.5153,73.5142,13,24.3577,0,133.4627,125.1425,9.0369,67169.9080,-0.1001,0.3327,-2.4371,0.2154,prueba
R1371,2026-06-21,C3,Manana,143,296,151,1616.7491,37.1647,7,15.3379,0,143.7750,149.0550,14.2608,108242.5525,1.0245,0.2672,-0.5252,-1.1001,prueba
R1372,2026-06-21,C4,Tarde,150,270,181,816.3479,36.6393,7,29.2128,1,150.2896,154.7000,13.1606,100819.8940,0.5434,-1.1247,0.7058,0.3244,prueba
R1373,2026-06-21,C5,Manana,161,563,174,1236.2470,68.6397,9,5.4275,1,158.9678,157.7181,10.7484,80584.6588,0.0199,1.8716,-2.2193,-0.7357,prueba
R1374,2026-06-21,C6,Tarde,143,361,159,1929.5737,70.2009,11,1.7837,1,142.1920,155.7984,7.5433,56974.8596,-0.0176,-0.1930,2.2749,0.9396,prueba
R1375,2026-06-21,C7,Manana,155,524,200,1441.0070,47.5253,12,29.7542,1,153.3806,152.7146,8.8613,63311.2018,1.7613,-0.6457,-1.0430,-0.2700,prueba
R1376,2026-06-21,C8,Manana,142,302,178,2036.5722,74.1346,10,5.0005,1,144.2847,154.2791,11.0534,83563.8557,0.6024,1.1607,-0.7681,-0.1126,prueba
R1377,2026-06-22,C1,Tarde,150,403,151,1529.6110,NA,13,17.3950,0,148.6797,160.8436,13.6675,101557.2390,1.3087,-0.8831,0.8313,-2.0794,prueba
R1378,2026-06-22,C2,Manana,138,311,173,846.4129,74.2578,7,6.8689,0,129.3798,135.1072,8.5853,65406.6016,0.3659,-0.5268,0.4312,-0.4646,prueba
R1379,2026-06-22,C3,Manana,139,278,130,673.5153,64.5645,17,21.0671,1,138.4258,145.9802,2.5375,19395.8184,-0.6162,1.4923,-1.1652,0.3875,prueba
R1380,2026-06-22,C4,Manana,127,375,133,438.7651,91.4719,10,1.3448,1,117.8945,129.6264,16.3701,123384.5900,-0.3958,-0.8152,-0.2838,-1.1027,prueba
R1381,2026-06-22,C5,Manana,171,551,184,1912.4021,53.2934,9,25.2500,0,172.3500,165.1603,12.0185,90745.6758,0.8020,0.1555,1.8359,0.1623,prueba
R1382,2026-06-22,C6,Tarde,149,302,145,1979.3351,74.5969,9,28.7404,1,149.1499,153.0887,9.7066,72981.3749,1.3156,0.8006,0.3324,0.7517,prueba
R1383,2026-06-22,C7,Tarde,125,243,131,596.1568,36.0068,16,23.0799,1,123.2338,118.9370,8.6870,67111.8548,-0.0218,1.6334,0.2961,-1.4978,prueba
R1384,2026-06-22,C8,Tarde,149,253,145,1283.1500,49.3510,13,26.2709,0,151.8093,135.2599,6.1374,44800.2263,-0.9324,1.5454,0.0479,-1.0429,prueba
R1385,2026-06-23,C1,Tarde,141,426,128,1885.3998,77.8395,9,4.6551,1,140.4362,146.6985,11.6692,91385.0312,1.1231,0.2625,1.2513,0.9239,prueba
R1386,2026-06-23,C2,Manana,134,337,127,917.4701,45.9077,11,29.9850,0,134.5391,128.9986,6.7935,51339.1643,-0.8186,0.8074,0.4169,-0.1609,prueba
R1387,2026-06-23,C3,Tarde,152,447,162,966.0062,46.3349,11,14.2073,0,155.3957,144.8128,11.4987,89048.9197,0.0905,2.0878,0.8171,-0.8386,prueba
R1388,2026-06-23,C4,Tarde,154,484,152,882.5612,NA,14,14.1265,0,154.3870,143.7431,8.6105,64614.9773,-1.4886,-0.7177,-1.8144,-1.4697,prueba
R1389,2026-06-23,C5,Manana,142,232,170,NA,46.4270,14,4.9352,1,140.0858,137.8266,8.5627,63967.8610,-0.8716,0.1306,-1.9823,0.7331,prueba
R1390,2026-06-23,C6,Manana,134,302,187,1502.4377,39.5958,17,11.7763,1,134.6351,136.2238,8.3091,61147.7565,-0.1415,-0.7756,-1.0528,-0.5792,prueba
R1391,2026-06-23,C7,Tarde,160,371,218,1391.4368,74.4944,17,29.3622,1,160.1089,158.3120,10.6087,79949.4642,0.1854,1.2341,-1.1744,-1.4639,prueba
R1392,2026-06-23,C8,Manana,149,519,195,1766.3688,88.1320,8,27.0056,0,146.9384,159.4862,15.9444,117710.5969,-0.1350,0.6768,0.1122,0.0669,prueba
R1393,2026-06-24,C1,Manana,171,396,230,1274.7882,91.7006,10,24.2365,0,171.8571,165.1474,21.2775,162597.8613,-0.9717,-0.1807,-1.1923,0.1525,prueba
R1394,2026-06-24,C2,Tarde,123,227,118,572.6196,66.3933,15,9.9117,0,125.8600,117.6619,3.0379,22993.6114,0.6091,-0.1290,-1.3109,0.3988,prueba
R1395,2026-06-24,C3,Tarde,147,251,192,1506.0648,87.2092,12,15.9087,0,145.5148,147.2853,14.9557,111921.4617,-0.1618,-0.4429,0.2721,-1.2833,prueba
R1396,2026-06-24,C4,Tarde,170,381,167,1727.5607,69.7855,7,15.9858,0,169.0520,162.8839,11.7454,86848.0944,0.5215,0.0522,0.6348,-0.1586,prueba
R1397,2026-06-24,C5,Manana,136,375,151,1493.4789,45.7059,9,6.5238,0,139.2964,135.5196,9.2364,70634.7170,0.3130,0.4874,0.9364,1.5794,prueba
R1398,2026-06-24,C6,Tarde,154,246,197,433.7569,NA,12,8.6483,1,151.9551,154.5597,7.9171,61323.8985,0.0379,-0.5920,1.1779,-1.2309,prueba
R1399,2026-06-24,C7,Manana,158,499,213,NA,36.9092,10,21.8361,0,159.3597,154.3519,15.9755,122963.9359,-0.4388,1.0168,-1.6027,0.3273,prueba
R1400,2026-06-24,C8,Tarde,162,283,154,1564.0994,64.4831,15,26.9560,1,167.7816,165.3042,6.6320,49806.1142,-1.8510,-0.2620,-0.8653,-0.3801,prueba
R1401,2026-06-25,C1,Manana,130,221,160,693.8539,50.2092,17,4.1405,0,132.3235,125.0348,5.7876,44801.6855,0.3589,-0.0782,-0.4696,-0.3494,prueba
R1402,2026-06-25,C2,Manana,135,373,132,2179.8378,59.9097,12,9.4203,0,138.5114,145.7676,3.8483,27760.8730,0.5658,-1.1274,1.3476,-0.6419,prueba
R1403,2026-06-25,C3,Tarde,156,393,182,1742.3452,88.9479,16,17.0841,0,157.0271,164.2918,16.2331,123347.4398,0.8523,-2.7512,0.9234,-0.2258,prueba
R1404,2026-06-25,C4,Manana,126,339,141,934.4669,58.5067,9,24.8118,0,124.9367,128.0526,3.8292,29698.7871,-0.8497,-2.2486,-0.7255,-0.9275,prueba
R1405,2026-06-25,C5,Tarde,129,286,136,440.3123,81.5537,15,18.7457,1,129.0708,125.0168,10.6193,79157.1333,0.5532,-0.3512,-2.1910,1.1625,prueba
R1406,2026-06-25,C6,Tarde,149,382,174,2103.3858,62.0532,14,5.8344,1,149.9528,152.9633,7.3057,53520.5859,1.9354,-0.1657,0.3028,-1.3896,prueba
R1407,2026-06-25,C7,Manana,161,558,148,1428.9379,91.2410,16,29.9698,1,160.0528,156.5230,15.2874,112468.8727,-0.8698,-0.7834,0.2283,-0.7911,prueba
R1408,2026-06-25,C8,Tarde,138,403,189,1865.1628,38.1433,14,16.5422,1,133.5621,132.6995,11.5556,85211.4979,-0.1802,0.4352,-0.4065,-1.0910,prueba
R1409,2026-06-26,C1,Tarde,158,263,145,1794.4387,78.3019,17,9.9662,0,155.3618,164.8201,11.7973,90457.2571,1.0783,0.7755,-1.1226,0.5631,prueba
R1410,2026-06-26,C2,Tarde,182,306,241,632.4831,72.7045,17,12.6873,0,177.7412,186.7964,11.7011,87395.4435,-0.4655,1.5394,0.7986,1.2607,prueba
R1411,2026-06-26,C3,Manana,149,407,172,1841.1122,50.0805,15,8.8117,1,146.6723,143.6433,7.0473,53295.2213,-0.1853,0.4034,-0.3523,1.0159,prueba
R1412,2026-06-26,C4,Tarde,146,362,188,400.6598,71.9076,14,11.6281,0,144.2090,149.8380,7.7032,59037.4317,-0.4332,0.1770,-0.6109,-1.2293,prueba
R1413,2026-06-26,C5,Tarde,147,443,146,1632.4819,55.9447,13,11.8824,1,145.9861,141.7038,6.3538,47959.8196,-1.1893,0.4102,-1.5799,-0.0649,prueba
R1414,2026-06-26,C6,Manana,156,490,156,1733.8124,35.5605,10,9.9693,1,152.6926,155.7653,13.2203,101910.7286,0.3510,1.1745,1.4585,-0.6503,prueba
R1415,2026-06-26,C7,Manana,144,438,147,1653.0251,69.6487,17,19.0233,1,141.4829,143.9290,7.8517,57140.5229,-1.0154,-1.0687,-0.7569,-0.5369,prueba
R1416,2026-06-26,C8,Tarde,151,258,148,1721.9486,82.6670,10,1.1237,1,156.2750,154.0769,11.6655,85272.0041,0.1909,-1.0512,-0.3090,-1.2464,prueba
R1417,2026-06-27,C1,Manana,153,512,148,928.8815,35.3130,11,7.0697,0,148.8307,155.4748,13.1080,98798.9013,-0.7003,0.7744,1.0540,0.2422,prueba
R1418,2026-06-27,C2,Tarde,151,485,209,1682.5882,50.4562,12,13.6472,0,152.7351,148.1486,10.6636,80278.0223,0.3308,-0.5064,0.0480,-1.0437,prueba
R1419,2026-06-27,C3,Tarde,157,501,154,1217.2239,78.7309,13,21.8092,0,159.1703,162.4863,9.2128,70023.8507,0.5500,0.5721,-0.0593,-0.6488,prueba
R1420,2026-06-27,C4,Tarde,139,320,191,1615.2187,69.3960,10,8.4953,1,139.1939,147.9645,9.7990,73349.9079,1.2567,0.5888,-0.6146,2.2451,prueba
R1421,2026-06-27,C5,Manana,139,376,145,542.7555,66.5192,12,25.2945,0,146.6737,133.1990,4.5955,35461.5376,-1.1127,0.2028,-0.9342,2.0543,prueba
R1422,2026-06-27,C6,Manana,148,349,161,718.6348,43.3877,13,8.7716,0,145.1613,154.7973,6.4642,51210.4253,-0.1842,2.2408,-1.2387,-0.4309,prueba
R1423,2026-06-27,C7,Tarde,132,208,140,1129.2893,83.2633,15,19.5822,0,132.1196,132.5128,11.3015,87021.2243,0.3279,-1.0134,1.2147,-0.3684,prueba
R1424,2026-06-27,C8,Manana,156,497,167,1821.8162,46.1584,9,13.5145,0,156.1205,150.9632,8.1067,62218.2667,0.8497,-2.4793,0.7810,0.6616,prueba
R1425,2026-06-28,C1,Manana,156,338,177,1391.4454,72.0428,15,3.9920,0,157.7994,164.0198,6.3696,48582.5286,0.3086,-0.8104,0.1716,-0.6714,prueba
R1426,2026-06-28,C2,Manana,134,252,156,835.0048,84.6532,7,20.4465,0,131.6701,135.6827,13.3440,99931.7356,-0.0656,-0.2741,0.0668,0.7619,prueba
R1427,2026-06-28,C3,Tarde,159,262,218,904.7637,91.6329,15,19.5254,1,164.5263,160.2428,16.7960,124524.8047,-1.2098,-0.9042,0.0570,1.7476,prueba
R1428,2026-06-28,C4,Tarde,160,486,189,673.5658,48.8944,10,9.9673,0,158.3607,164.4715,9.4788,69636.9342,-1.7183,0.6502,0.2470,1.0512,prueba
R1429,2026-06-28,C5,Manana,139,259,152,1752.4050,NA,13,6.1728,1,140.2014,141.1866,4.7853,36366.9292,-0.4705,1.5551,1.5160,0.1445,prueba
R1430,2026-06-28,C6,Tarde,150,415,190,1908.3263,NA,13,22.7196,0,149.1934,153.5705,15.6972,113520.2050,0.9702,2.0127,-0.2969,-2.1620,prueba
R1431,2026-06-28,C7,Manana,156,538,181,1567.2452,54.2157,12,27.1833,0,158.0899,162.8641,8.9786,67784.8430,0.2041,-0.8209,0.2346,-0.5643,prueba
R1432,2026-06-28,C8,Tarde,138,430,178,887.7673,81.1347,10,22.8676,1,138.7841,136.8846,13.9787,104185.8237,1.5005,2.2042,0.0985,-0.0476,prueba
R1433,2026-06-29,C1,Manana,128,217,144,710.8052,76.4691,9,9.0725,0,133.3033,127.0022,7.6719,55910.0040,0.4713,0.6114,-0.0028,1.0651,prueba
R1434,2026-06-29,C2,Manana,148,489,185,2193.2090,35.6187,7,24.6940,0,149.8160,156.6462,18.4151,139624.2499,-0.8101,0.5536,-0.4065,-2.0400,prueba
R1435,2026-06-29,C3,Tarde,128,279,121,790.6415,49.9434,11,26.6797,1,123.6084,129.6380,8.0968,58877.9047,-0.8401,-0.8013,1.8719,-0.1759,prueba
R1436,2026-06-29,C4,Manana,154,382,165,1229.9894,79.9175,15,29.6712,0,155.4332,152.3875,11.0326,83869.5945,1.2363,-2.5162,-1.0817,-1.1118,prueba
R1437,2026-06-29,C5,Tarde,137,447,126,1613.8627,91.6083,13,10.3626,0,137.0076,134.8088,17.7107,134195.6176,1.1398,0.5789,-1.1389,0.8973,prueba
R1438,2026-06-29,C6,Manana,144,244,158,1876.1572,35.0595,11,9.2622,1,146.8122,145.8365,14.6599,107633.6326,0.0571,0.3182,-0.9592,1.5005,prueba
R1439,2026-06-29,C7,Tarde,141,426,196,434.2018,62.7684,14,22.7734,0,138.0504,134.0605,9.2845,70451.3452,-0.9746,0.3768,0.1252,-1.2184,prueba
R1440,2026-06-29,C8,Tarde,141,367,179,1688.2223,64.5162,9,0.5401,1,142.6358,137.8527,9.7754,74469.7775,0.7058,0.2897,0.5026,-0.4872,prueba
