registro_id,fecha,centro,turno,pedidos,unidades,lineas,distancia_m,ocupacion_pct,operarios,urgentes_pct,promocion,carga_proxy_1,carga_proxy_2,horas_persona,costo_cierre_clp,ruido_1,ruido_2,ruido_3,ruido_4,rol_particion
R1112,2026-05-19,C8,Manana,162,339,195,537.6807,75.5196,7,14.8267,1,163.7331,155.0107,11.1100,83950.0934,0.8824,-1.9130,-0.2442,-0.7731,validacion
R1113,2026-05-20,C1,Tarde,154,271,215,1656.9810,71.9255,14,3.6321,0,154.8311,154.2313,9.2940,68401.4659,0.0574,1.3102,0.0637,-0.8854,validacion
R1114,2026-05-20,C2,Manana,142,216,140,518.0210,90.0361,12,14.3009,0,143.0514,142.8995,14.0743,105665.8261,0.4872,-1.0069,0.3956,1.1455,validacion
R1115,2026-05-20,C3,Manana,128,197,144,1761.3108,78.5872,8,0.8931,1,131.7711,130.5293,10.7596,80204.2655,0.2979,0.6398,1.9717,0.7979,validacion
R1116,2026-05-20,C4,Tarde,151,447,145,1104.1045,85.1150,9,5.1228,1,155.2515,148.5516,15.0126,113481.8690,-0.6628,-0.0106,-0.0771,-0.5234,validacion
R1117,2026-05-20,C5,Tarde,148,327,134,752.3449,48.6115,11,22.3903,0,148.0865,153.7543,8.4154,62610.8233,-0.8654,0.2995,0.7193,-0.7454,validacion
R1118,2026-05-20,C6,Manana,133,242,146,1510.0086,53.3592,9,16.6412,1,130.2305,129.5497,6.1411,46583.2703,-0.2583,0.0447,0.3012,0.3152,validacion
R1119,2026-05-20,C7,Manana,130,277,123,684.5200,41.9870,15,3.6996,0,126.1557,124.1411,9.2786,68618.4318,2.0727,0.0612,-0.3349,-0.5166,validacion
R1120,2026-05-20,C8,Tarde,147,235,205,1302.3910,89.0197,12,28.5056,1,148.3691,149.5147,12.7899,93923.9363,-0.2650,0.7118,-1.0939,0.8709,validacion
R1121,2026-05-21,C1,Manana,155,264,155,1172.9734,56.5706,16,25.1066,0,159.5068,155.5172,5.8691,42414.6814,-2.2573,1.2442,1.5848,0.3172,validacion
R1122,2026-05-21,C2,Tarde,131,251,161,798.9084,83.1361,7,19.9503,0,125.1952,133.9578,13.2079,97122.7382,0.4859,0.0760,-0.9921,0.5496,validacion
R1123,2026-05-21,C3,Tarde,158,253,182,1160.0090,77.6795,13,29.2746,0,153.0508,159.6190,12.2565,90502.7622,-0.3484,-0.6036,-1.2751,0.1038,validacion
R1124,2026-05-21,C4,Tarde,148,320,187,1543.3545,43.3120,9,26.3625,1,150.1930,154.8263,10.1283,74451.0233,-2.0691,-0.5592,0.6976,1.0782,validacion
R1125,2026-05-21,C5,Tarde,129,349,124,1546.0775,74.7765,12,27.1730,1,133.1654,122.1198,7.7074,60258.5203,-1.4057,1.3243,0.8644,-1.8249,validacion
R1126,2026-05-21,C6,Tarde,144,262,193,1412.8233,69.0605,13,9.3448,0,140.1268,140.4955,7.7949,57913.8778,-2.0587,-1.5218,1.0373,-2.0111,validacion
R1127,2026-05-21,C7,Tarde,157,332,210,1727.1506,72.7341,14,4.1706,1,157.4480,146.9507,9.3289,70535.7428,0.1996,-1.2004,-0.6182,-0.2759,validacion
R1128,2026-05-21,C8,Tarde,161,442,164,2076.5385,85.5744,8,1.7052,0,161.5344,165.3287,17.5365,131071.4579,-0.4655,-3.3500,1.9405,0.7790,validacion
R1129,2026-05-22,C1,Tarde,146,494,165,530.7809,60.3695,9,7.5397,1,142.9893,150.9174,6.9427,52308.8374,1.6045,0.4796,-0.8277,-0.3227,validacion
R1130,2026-05-22,C2,Manana,154,401,201,1961.7353,61.3142,17,13.1466,0,154.8997,149.4188,7.2464,53593.8306,-0.1577,-0.5571,-1.8097,-1.0094,validacion
R1131,2026-05-22,C3,Manana,155,475,179,1802.5581,49.0580,11,23.5342,0,155.4586,159.4920,8.4068,62777.3405,0.4651,-0.2462,-0.1757,-1.4339,validacion
R1132,2026-05-22,C4,Tarde,164,558,174,1542.2319,45.8238,15,18.7074,0,161.9581,168.2515,12.7174,94705.1152,0.6513,0.6853,0.7073,1.1207,validacion
R1133,2026-05-22,C5,Manana,147,388,168,1907.3285,79.8150,12,16.6515,1,144.9252,144.5309,11.4884,87274.0989,-0.1485,-0.0660,-0.2509,-1.5303,validacion
R1134,2026-05-22,C6,Tarde,162,287,166,1359.6544,NA,8,26.9608,0,171.3293,162.6802,15.4133,116163.3163,0.2056,1.1706,0.4356,0.7677,validacion
R1135,2026-05-22,C7,Tarde,146,284,176,646.7609,90.1840,9,7.5201,1,148.5276,142.1062,19.9293,150772.9602,0.7110,-0.1867,0.3108,-0.3651,validacion
R1136,2026-05-22,C8,Manana,159,551,176,1495.3156,79.8583,17,3.0891,1,158.8191,162.5416,10.9956,83596.4956,1.2510,1.5996,1.1483,-2.1918,validacion
R1137,2026-05-23,C1,Tarde,144,485,190,1314.0213,44.9925,10,15.3993,1,146.2005,139.2760,11.0778,81649.6539,-1.3102,0.4412,0.0461,-0.1609,validacion
R1138,2026-05-23,C2,Tarde,154,529,156,1893.6113,35.1253,9,8.4320,1,153.7441,149.4475,18.8865,140795.7214,0.5108,1.7995,0.4431,0.1081,validacion
R1139,2026-05-23,C3,Manana,155,441,207,1367.0716,41.2904,17,8.3226,1,161.1816,152.8657,10.4872,77482.6393,1.1123,0.9377,-0.3495,-0.8793,validacion
R1140,2026-05-23,C4,Tarde,163,267,220,582.5184,85.3949,13,1.5284,1,166.9474,156.0795,11.5731,87759.4394,-0.3314,-1.2954,0.3713,-0.8590,validacion
R1141,2026-05-23,C5,Tarde,148,478,195,568.7688,59.0138,12,17.1558,1,142.6204,150.0333,7.9605,57887.4361,0.4760,1.7336,-0.0440,0.3121,validacion
R1142,2026-05-23,C6,Manana,146,411,137,1612.1574,79.8522,7,21.5942,0,147.3618,153.7993,12.1599,92725.1016,1.3065,0.5777,0.3024,-0.2675,validacion
R1143,2026-05-23,C7,Tarde,154,493,187,956.9468,89.5746,10,23.7913,0,161.4643,155.6467,15.7382,117393.3831,-0.3232,-2.1580,0.5639,0.2469,validacion
R1144,2026-05-23,C8,Manana,150,275,150,1047.1688,88.7506,17,19.8947,0,153.5630,148.4558,13.1498,97084.4643,-0.4180,0.8946,1.2367,-1.1516,validacion
R1145,2026-05-24,C1,Tarde,151,330,202,639.9362,67.2265,11,6.5281,1,152.9062,150.0934,8.8617,65302.0844,0.7924,-0.6968,-1.9810,2.8943,validacion
R1146,2026-05-24,C2,Tarde,165,336,198,1201.4861,80.3357,12,8.0844,1,161.1368,166.9398,10.5971,77617.1803,1.7164,-0.7170,-0.3210,-0.8840,validacion
R1147,2026-05-24,C3,Tarde,139,406,191,1120.4074,41.4933,9,6.7626,1,139.0709,133.8759,10.9157,82367.8735,-0.6147,-1.2346,-2.7008,0.6606,validacion
R1148,2026-05-24,C4,Manana,146,245,136,768.9450,44.3688,11,25.5503,1,149.5443,139.0487,7.7500,58582.9844,-0.6060,-0.5138,0.8611,-0.0578,validacion
R1149,2026-05-24,C5,Tarde,157,296,145,1382.4889,49.0626,8,7.2044,0,158.9293,156.4611,12.4570,89717.0015,0.3042,-0.1255,0.3120,-0.2800,validacion
R1150,2026-05-24,C6,Tarde,150,247,194,1603.0097,59.5949,13,29.5646,1,149.8695,157.6841,6.8454,51704.1835,-0.1083,1.3046,1.0559,1.0172,validacion
R1151,2026-05-24,C7,Manana,136,358,131,2171.9027,40.8703,7,8.0455,0,137.0483,138.9574,11.3426,83094.8176,0.6521,-0.6264,0.0845,0.1819,validacion
R1152,2026-05-24,C8,Tarde,156,252,184,1801.1575,76.8940,14,6.9569,1,156.3413,156.1050,8.7910,66815.8893,0.6844,2.1860,0.5757,0.3762,validacion
R1153,2026-05-25,C1,Tarde,149,294,158,989.7011,58.1915,10,23.0773,1,151.4907,156.0010,6.6639,51135.0865,0.1298,-1.3274,0.2076,-0.5404,validacion
R1154,2026-05-25,C2,Manana,135,285,173,684.8998,57.2444,17,26.1638,1,137.0703,138.4347,4.8754,34807.2665,2.3341,-0.7213,-0.0570,-0.0840,validacion
R1155,2026-05-25,C3,Tarde,152,431,144,1920.1845,72.2619,17,27.8774,1,150.6569,156.1652,8.8547,66748.9822,0.3304,0.0462,-0.8600,0.0029,validacion
R1156,2026-05-25,C4,Tarde,122,372,121,1704.2780,50.8337,10,7.3321,0,127.1193,129.8282,8.6529,65126.7166,-0.1776,-1.6458,0.0171,2.6685,validacion
R1157,2026-05-25,C5,Manana,164,514,204,639.6479,39.6606,14,4.3449,0,165.7476,161.8835,11.9013,89735.0965,0.9342,0.6822,0.5475,-0.8384,validacion
R1158,2026-05-25,C6,Tarde,148,236,199,888.1996,81.3746,15,6.0108,0,144.1298,142.0911,9.3647,70083.0884,-1.3690,0.2875,0.7540,-1.2279,validacion
R1159,2026-05-25,C7,Manana,161,320,166,2053.6624,78.8159,12,16.7139,1,160.8753,162.7639,11.8065,88790.2575,-0.2556,0.5927,-1.7034,-0.4799,validacion
R1160,2026-05-25,C8,Manana,154,279,214,1221.3617,75.5301,10,27.9803,1,149.3083,161.0498,8.4150,63834.3143,0.9841,0.7460,-2.7731,-2.3679,validacion
R1161,2026-05-26,C1,Manana,136,242,157,1720.2808,40.5824,16,22.0302,0,134.3031,138.5685,8.6591,66429.7160,-0.0216,0.0113,1.0307,-0.6576,validacion
R1162,2026-05-26,C2,Tarde,163,397,207,1357.6893,49.4144,13,6.9912,1,162.7027,165.3732,9.4617,70600.8879,-0.7116,-0.2072,0.4182,0.0977,validacion
R1163,2026-05-26,C3,Tarde,159,458,155,500.6765,61.3831,8,23.6359,1,164.1390,163.3012,10.7593,78955.9058,-0.8964,0.4205,0.5616,-0.5443,validacion
R1164,2026-05-26,C4,Manana,136,410,165,1948.5056,51.4857,13,12.7597,1,136.7087,136.2128,7.6185,58730.1024,0.4057,0.3641,-0.6859,-0.5317,validacion
R1165,2026-05-26,C5,Tarde,138,253,175,1437.2745,54.3743,16,27.2864,0,137.5619,143.5861,6.5040,46540.5659,1.9802,0.7328,2.4835,0.0275,validacion
R1166,2026-05-26,C6,Tarde,160,305,152,1636.4791,49.3324,11,22.5263,1,160.1297,158.4500,11.4464,83593.6995,0.8081,-0.3441,0.3203,-1.6243,validacion
R1167,2026-05-26,C7,Tarde,143,431,186,713.4443,88.0708,7,0.1768,0,140.2898,136.2495,16.2191,121400.5853,-0.4071,0.7326,-1.0639,0.0169,validacion
R1168,2026-05-26,C8,Tarde,171,432,160,1104.5300,64.2390,16,29.4958,0,172.9363,175.2608,12.2973,90959.2744,-0.2998,-0.3759,0.8724,-0.5379,validacion
R1169,2026-05-27,C1,Manana,157,319,217,1399.9351,40.5632,12,23.4682,0,155.9754,158.7175,10.2343,77200.5182,-1.0702,-1.7196,-1.2683,0.8092,validacion
R1170,2026-05-27,C2,Tarde,133,458,128,1913.5315,37.5107,7,16.0126,1,140.0113,126.3951,16.4202,123046.9847,-0.2983,0.0821,-0.2305,-0.7658,validacion
R1171,2026-05-27,C3,Tarde,151,255,150,815.4268,44.0634,7,20.9146,0,151.0096,149.6008,11.8292,89044.4700,-1.5864,0.5586,0.1138,-1.2770,validacion
R1172,2026-05-27,C4,Manana,156,266,179,746.5890,47.4020,7,19.2677,0,159.8488,156.4880,12.1083,92731.2623,2.4047,-1.3499,-0.2998,0.2923,validacion
R1173,2026-05-27,C5,Manana,146,255,180,424.7931,37.6207,9,12.0642,1,146.5277,138.1401,9.0370,69251.0330,-0.4192,-1.0988,0.1640,-0.1894,validacion
R1174,2026-05-27,C6,Tarde,141,306,174,2072.4439,69.6695,8,16.9639,0,142.4747,135.2600,10.6668,79727.0344,0.5489,0.1884,1.4705,-0.7392,validacion
R1175,2026-05-27,C7,Manana,139,441,146,587.3208,57.1948,17,5.7953,0,140.8319,135.8689,4.3747,33577.5698,-1.4527,-0.5355,1.8324,1.0682,validacion
R1176,2026-05-27,C8,Tarde,138,422,164,2164.6300,44.3600,13,16.4900,1,140.1610,137.1224,10.9272,80680.2657,-1.2765,-0.4902,1.2928,-1.2249,validacion
R1177,2026-05-28,C1,Tarde,151,401,207,1725.9687,74.2667,16,27.6017,0,143.8334,151.7934,8.8099,65747.6107,0.7533,0.2138,-0.1952,0.4479,validacion
R1178,2026-05-28,C2,Manana,158,492,219,1034.3032,89.0433,10,27.2243,1,162.1090,158.7157,14.5986,109459.2339,-0.8712,1.1447,-0.2622,0.6611,validacion
R1179,2026-05-28,C3,Manana,166,418,185,1970.4275,68.6465,7,25.8989,1,166.4300,168.5516,13.2529,99906.7723,1.1650,0.0767,1.2227,0.5283,validacion
R1180,2026-05-28,C4,Manana,142,223,192,911.9765,83.7931,12,10.6606,1,142.7000,140.3442,9.3205,69956.0957,-2.0641,0.2645,0.6660,-0.3470,validacion
R1181,2026-05-28,C5,Tarde,161,486,203,1210.2800,55.5873,11,28.2231,1,165.0385,164.8448,8.3390,65461.2713,-1.1626,0.3521,-1.7902,0.8564,validacion
R1182,2026-05-28,C6,Tarde,146,394,202,1651.8112,66.4059,8,22.2285,0,141.3531,159.3635,11.1044,83173.3941,-0.7425,-1.0381,-0.1425,0.4634,validacion
R1183,2026-05-28,C7,Manana,160,426,210,488.8460,74.6835,14,29.6483,1,167.4059,160.0463,7.9320,57277.7068,1.4720,-0.6563,-1.0165,-1.9128,validacion
R1184,2026-05-28,C8,Manana,141,414,158,547.1729,60.5879,16,10.8279,0,137.5998,154.9403,5.4894,39709.4257,-1.5194,0.7682,2.6412,0.8705,validacion
R1185,2026-05-29,C1,Manana,179,321,219,1267.1500,65.2175,15,4.3347,1,175.5320,193.5846,9.6024,71618.3524,0.0908,0.3754,1.3589,0.5665,validacion
R1186,2026-05-29,C2,Tarde,138,321,171,2022.6831,75.5056,9,11.7123,0,135.8044,134.4851,11.7143,88694.0422,-1.9953,-1.5726,0.8732,-0.5164,validacion
R1187,2026-05-29,C3,Tarde,149,433,180,2161.6732,51.7905,12,2.8497,0,145.7852,155.4852,6.4906,48495.9287,0.2654,-1.7358,0.8532,1.3351,validacion
R1188,2026-05-29,C4,Manana,144,428,188,1240.6713,53.6301,9,9.6162,0,148.5811,133.7679,8.2185,61816.4108,0.2865,1.0494,-0.2096,-0.2012,validacion
R1189,2026-05-29,C5,Tarde,159,249,146,403.4650,36.9740,14,28.8534,0,161.6429,163.9562,12.2063,91960.9576,1.9200,-2.4187,0.0976,-0.4245,validacion
R1190,2026-05-29,C6,Tarde,165,545,180,2072.7410,57.8347,17,18.2532,0,157.5308,172.1511,11.0368,82902.1004,-0.2988,1.1414,-0.9299,0.6622,validacion
R1191,2026-05-29,C7,Manana,151,512,201,438.8543,76.6101,9,29.9441,0,148.1817,145.8387,11.0903,80667.0522,-0.1953,-1.8822,-0.4118,-1.2505,validacion
R1192,2026-05-29,C8,Tarde,160,448,184,1775.7809,46.6718,16,10.6864,1,161.6906,152.0809,13.0244,97363.8988,-1.0813,0.2815,-1.6834,-0.2377,validacion
R1193,2026-05-30,C1,Tarde,171,529,162,532.7789,71.9235,17,21.1730,1,173.4088,172.6735,6.8264,51833.4445,-0.5338,-1.3553,-1.4192,0.4870,validacion
R1194,2026-05-30,C2,Tarde,143,292,170,1746.7443,81.4787,12,0.1990,0,140.3513,144.7913,11.7525,89863.4282,0.6761,-0.6357,0.1069,0.2485,validacion
R1195,2026-05-30,C3,Tarde,146,279,142,713.8546,74.4742,15,12.8690,0,149.4642,147.7485,8.4955,67829.9222,-0.9506,0.1246,0.7541,0.4349,validacion
R1196,2026-05-30,C4,Tarde,141,219,172,1667.1774,62.0033,17,14.4055,1,144.0050,146.0398,6.9192,51702.0462,1.0294,0.6982,0.8142,-0.1889,validacion
R1197,2026-05-30,C5,Tarde,135,238,159,1249.6455,47.0948,8,29.2777,0,131.0386,129.5445,8.8454,67132.6212,-0.2743,0.7231,-0.0248,0.5210,validacion
R1198,2026-05-30,C6,Manana,130,263,167,2038.3231,60.7312,14,3.9655,1,126.1213,130.8512,6.8378,52179.9697,1.0355,-1.7694,0.4080,-0.9704,validacion
R1199,2026-05-30,C7,Tarde,179,509,240,1168.6818,69.4130,12,0.6194,1,179.4826,185.2362,9.8474,74908.2878,0.6612,0.9384,-0.9855,2.5240,validacion
R1200,2026-05-30,C8,Manana,143,243,178,1516.2540,66.2734,14,15.0497,0,140.5723,138.4638,3.1412,24501.5288,-1.4795,-0.5668,-0.9483,-1.1208,validacion
