reclamo_id,senales_entrega,senales_factura,senales_producto,contactos_previos,canal,clase,rol_particion
C0497,4,3,0,3,Web,Entrega,entrenamiento
C0498,0,1,2,3,Web,Producto,entrenamiento
C0499,1,0,3,1,Telefono,Producto,entrenamiento
C0500,0,1,1,2,Web,Producto,entrenamiento
C0501,3,2,2,0,Telefono,Facturacion,entrenamiento
C0502,3,0,3,5,Web,Producto,entrenamiento
C0503,2,1,0,0,Web,Entrega,entrenamiento
C0504,1,1,1,7,Telefono,Entrega,entrenamiento
C0505,0,1,1,4,Telefono,Entrega,entrenamiento
C0506,1,0,1,2,Telefono,Facturacion,entrenamiento
C0507,3,1,4,2,Telefono,Entrega,entrenamiento
C0508,0,0,1,1,Web,Producto,entrenamiento
C0509,1,0,0,1,Web,Entrega,entrenamiento
C0510,1,1,0,1,Web,Entrega,entrenamiento
C0511,2,2,2,1,Telefono,Facturacion,entrenamiento
C0512,0,2,2,0,Web,Producto,entrenamiento
C0513,0,0,2,5,Telefono,Producto,entrenamiento
C0514,2,1,0,3,Web,Facturacion,entrenamiento
C0515,0,2,1,2,Telefono,Facturacion,entrenamiento
C0516,2,5,3,0,Telefono,Facturacion,entrenamiento
C0517,1,1,1,1,Web,Facturacion,entrenamiento
C0518,4,1,0,5,Web,Entrega,entrenamiento
C0519,1,3,1,1,Telefono,Facturacion,entrenamiento
C0520,1,1,2,4,Telefono,Facturacion,entrenamiento
C0521,1,1,0,1,Web,Facturacion,entrenamiento
C0522,0,4,5,3,Telefono,Producto,entrenamiento
C0523,2,2,3,3,Telefono,Producto,entrenamiento
C0524,1,1,2,2,Telefono,Facturacion,entrenamiento
C0525,1,4,4,0,Web,Facturacion,entrenamiento
C0526,3,1,3,2,Telefono,Entrega,entrenamiento
C0527,1,1,0,4,Web,Facturacion,entrenamiento
C0528,2,6,2,1,Web,Entrega,entrenamiento
C0529,1,4,0,5,Telefono,Facturacion,entrenamiento
C0530,0,3,2,1,Web,Facturacion,entrenamiento
C0531,0,0,0,1,Telefono,Producto,entrenamiento
C0532,0,0,2,1,Telefono,Producto,entrenamiento
C0533,1,2,2,0,Telefono,Producto,entrenamiento
C0534,2,1,1,0,Web,Entrega,entrenamiento
C0535,0,2,2,0,Web,Facturacion,entrenamiento
C0536,1,3,1,3,Telefono,Entrega,entrenamiento
C0537,1,2,0,1,Web,Facturacion,entrenamiento
C0538,2,0,0,2,Telefono,Producto,entrenamiento
C0539,0,0,1,3,Telefono,Facturacion,entrenamiento
C0540,1,1,1,3,Telefono,Facturacion,entrenamiento
C0541,1,0,1,0,Web,Entrega,entrenamiento
C0542,3,3,1,2,Web,Facturacion,entrenamiento
C0543,1,1,2,4,Web,Entrega,entrenamiento
C0544,0,2,2,2,Telefono,Facturacion,entrenamiento
C0545,3,5,0,1,Web,Entrega,entrenamiento
C0546,2,1,0,4,Web,Entrega,entrenamiento
C0547,1,4,0,3,Web,Facturacion,entrenamiento
C0548,3,0,2,2,Telefono,Entrega,entrenamiento
C0549,2,1,3,3,Web,Entrega,entrenamiento
C0550,1,1,1,4,Telefono,Producto,entrenamiento
C0551,1,1,4,0,Web,Producto,entrenamiento
C0552,1,0,6,0,Telefono,Producto,entrenamiento
C0553,1,0,1,4,Web,Entrega,entrenamiento
C0554,0,2,2,5,Web,Producto,entrenamiento
C0555,2,0,0,0,Telefono,Entrega,entrenamiento
C0556,1,5,3,3,Telefono,Facturacion,entrenamiento
C0557,2,1,1,2,Telefono,Producto,entrenamiento
C0558,1,2,2,1,Web,Entrega,entrenamiento
C0559,0,2,2,1,Telefono,Facturacion,entrenamiento
C0560,1,2,0,0,Telefono,Facturacion,entrenamiento
C0561,0,1,2,1,Web,Entrega,entrenamiento
C0562,3,1,0,3,Web,Entrega,entrenamiento
C0563,0,3,0,3,Telefono,Facturacion,entrenamiento
C0564,1,3,0,0,Telefono,Facturacion,entrenamiento
C0565,0,3,1,4,Telefono,Facturacion,entrenamiento
C0566,3,2,0,2,Web,Facturacion,entrenamiento
C0567,0,1,3,0,Web,Producto,entrenamiento
C0568,0,0,2,0,Web,Producto,entrenamiento
C0569,1,0,4,1,Web,Producto,entrenamiento
C0570,1,0,1,3,Web,Entrega,entrenamiento
C0571,1,2,2,7,Telefono,Entrega,entrenamiento
C0572,0,2,2,3,Telefono,Facturacion,entrenamiento
C0573,3,0,1,2,Telefono,Entrega,entrenamiento
C0574,1,2,1,3,Telefono,Facturacion,entrenamiento
C0575,1,1,3,1,Web,Producto,entrenamiento
C0576,3,4,3,2,Web,Entrega,entrenamiento
C0577,2,2,0,1,Telefono,Entrega,entrenamiento
C0578,1,2,0,3,Web,Facturacion,entrenamiento
C0579,0,1,0,0,Telefono,Facturacion,entrenamiento
C0580,1,3,0,0,Telefono,Facturacion,entrenamiento
C0581,3,1,0,2,Telefono,Entrega,entrenamiento
C0582,1,1,0,2,Web,Facturacion,entrenamiento
C0583,0,0,1,4,Web,Entrega,entrenamiento
C0584,0,0,0,2,Telefono,Facturacion,entrenamiento
C0585,0,0,4,5,Telefono,Producto,entrenamiento
C0586,2,3,3,1,Telefono,Facturacion,entrenamiento
C0587,1,0,1,2,Telefono,Entrega,entrenamiento
C0588,1,1,1,2,Telefono,Facturacion,entrenamiento
C0589,1,2,6,4,Web,Producto,entrenamiento
C0590,5,2,2,1,Web,Entrega,entrenamiento
C0591,2,3,3,0,Web,Producto,entrenamiento
C0592,0,3,0,4,Web,Facturacion,entrenamiento
C0593,0,2,1,3,Web,Entrega,entrenamiento
C0594,1,2,3,0,Telefono,Producto,entrenamiento
C0595,0,0,1,0,Web,Entrega,entrenamiento
C0596,2,1,1,0,Telefono,Facturacion,entrenamiento
C0597,3,3,2,4,Web,Entrega,entrenamiento
C0598,3,1,2,4,Telefono,Entrega,entrenamiento
C0599,1,1,0,3,Telefono,Facturacion,entrenamiento
C0600,4,0,1,2,Web,Facturacion,entrenamiento
C0601,3,6,1,2,Web,Facturacion,entrenamiento
C0602,2,3,0,2,Telefono,Entrega,entrenamiento
C0603,1,1,2,3,Web,Producto,entrenamiento
C0604,2,2,1,4,Telefono,Entrega,entrenamiento
C0605,1,1,1,1,Telefono,Producto,entrenamiento
C0606,1,4,0,0,Telefono,Entrega,entrenamiento
C0607,1,1,1,1,Telefono,Entrega,entrenamiento
C0608,0,2,2,2,Web,Facturacion,entrenamiento
C0609,2,2,1,3,Web,Producto,entrenamiento
C0610,1,3,1,2,Web,Producto,entrenamiento
C0611,2,1,1,0,Telefono,Entrega,entrenamiento
C0612,2,3,2,1,Web,Facturacion,entrenamiento
C0613,2,3,1,2,Web,Facturacion,entrenamiento
C0614,1,2,2,2,Web,Producto,entrenamiento
C0615,2,0,1,3,Telefono,Entrega,entrenamiento
C0616,3,2,1,4,Web,Entrega,entrenamiento
C0617,1,0,0,2,Web,Facturacion,entrenamiento
C0618,3,2,0,2,Telefono,Entrega,entrenamiento
C0619,2,1,1,5,Web,Producto,entrenamiento
C0620,3,2,1,1,Web,Entrega,entrenamiento
C0621,0,4,1,1,Telefono,Facturacion,entrenamiento
C0622,0,2,1,2,Web,Entrega,entrenamiento
C0623,3,2,1,0,Web,Facturacion,entrenamiento
C0624,0,2,2,4,Web,Entrega,entrenamiento
C0625,1,0,0,2,Telefono,Entrega,entrenamiento
C0626,0,0,2,2,Web,Entrega,entrenamiento
C0627,3,2,0,2,Telefono,Facturacion,entrenamiento
C0628,1,0,1,4,Telefono,Entrega,entrenamiento
C0629,0,3,3,2,Web,Producto,entrenamiento
C0630,3,2,2,1,Telefono,Entrega,entrenamiento
C0631,1,0,3,3,Web,Producto,entrenamiento
C0632,4,0,2,3,Web,Entrega,entrenamiento
C0633,0,0,1,1,Web,Entrega,entrenamiento
C0634,1,1,1,4,Web,Entrega,entrenamiento
C0635,1,1,1,1,Telefono,Entrega,entrenamiento
C0636,1,2,1,4,Telefono,Facturacion,entrenamiento
C0637,1,1,2,4,Telefono,Entrega,entrenamiento
C0638,2,3,2,1,Telefono,Entrega,entrenamiento
C0639,1,1,2,2,Telefono,Producto,entrenamiento
C0640,3,3,2,3,Telefono,Entrega,entrenamiento
C0641,3,2,2,5,Web,Facturacion,entrenamiento
C0642,3,1,0,2,Web,Entrega,entrenamiento
C0643,0,2,1,1,Web,Entrega,entrenamiento
C0644,2,2,0,3,Web,Facturacion,entrenamiento
C0645,0,1,0,0,Web,Entrega,entrenamiento
C0646,3,1,1,1,Telefono,Entrega,entrenamiento
C0647,1,1,2,1,Web,Facturacion,entrenamiento
C0648,2,3,2,4,Web,Facturacion,entrenamiento
C0649,0,1,3,1,Telefono,Facturacion,entrenamiento
C0650,2,1,2,1,Web,Entrega,entrenamiento
C0651,1,2,2,1,Telefono,Entrega,entrenamiento
C0652,1,1,0,2,Web,Facturacion,entrenamiento
C0653,2,1,0,3,Web,Entrega,entrenamiento
C0654,1,4,1,0,Telefono,Entrega,entrenamiento
C0655,0,3,1,0,Web,Producto,entrenamiento
C0656,1,3,1,0,Web,Producto,entrenamiento
C0657,1,3,2,2,Telefono,Facturacion,entrenamiento
C0658,1,2,1,3,Web,Facturacion,entrenamiento
C0659,1,1,4,2,Telefono,Producto,entrenamiento
C0660,3,0,0,3,Web,Producto,entrenamiento
C0661,3,3,1,3,Telefono,Entrega,entrenamiento
C0662,0,2,4,2,Web,Producto,entrenamiento
C0663,0,1,0,3,Web,Entrega,entrenamiento
C0664,2,1,1,1,Web,Entrega,entrenamiento
C0665,2,3,0,1,Telefono,Facturacion,entrenamiento
C0666,0,0,3,5,Telefono,Producto,entrenamiento
C0667,0,1,2,3,Telefono,Facturacion,entrenamiento
C0668,0,2,3,0,Web,Facturacion,entrenamiento
C0669,0,0,3,1,Telefono,Facturacion,entrenamiento
C0670,1,1,4,1,Web,Producto,entrenamiento
C0671,3,0,0,2,Telefono,Entrega,entrenamiento
C0672,1,3,1,2,Web,Facturacion,entrenamiento
C0673,4,0,0,2,Web,Entrega,entrenamiento
C0674,3,1,2,3,Telefono,Producto,entrenamiento
C0675,0,2,0,2,Telefono,Facturacion,entrenamiento
C0676,1,1,2,4,Telefono,Facturacion,entrenamiento
C0677,1,0,0,1,Web,Entrega,entrenamiento
C0678,0,3,1,3,Web,Facturacion,entrenamiento
C0679,2,2,1,3,Web,Entrega,entrenamiento
C0680,3,2,3,0,Web,Facturacion,entrenamiento
C0681,2,2,1,1,Telefono,Entrega,entrenamiento
C0682,4,0,0,4,Telefono,Entrega,entrenamiento
C0683,1,1,3,2,Web,Producto,entrenamiento
C0684,3,1,2,2,Web,Entrega,entrenamiento
C0685,2,2,0,5,Telefono,Entrega,entrenamiento
C0686,2,2,1,2,Telefono,Facturacion,entrenamiento
C0687,1,0,3,2,Web,Producto,entrenamiento
C0688,2,2,0,3,Web,Entrega,entrenamiento
C0689,2,0,1,2,Web,Entrega,entrenamiento
C0690,1,0,2,1,Telefono,Entrega,entrenamiento
C0691,1,3,4,2,Telefono,Producto,entrenamiento
C0692,1,3,3,1,Web,Producto,entrenamiento
C0693,0,0,1,1,Web,Entrega,entrenamiento
C0694,1,1,2,0,Web,Producto,entrenamiento
C0695,1,3,1,6,Web,Facturacion,entrenamiento
C0696,2,0,0,4,Telefono,Entrega,entrenamiento
C0697,3,1,3,6,Web,Entrega,entrenamiento
C0698,1,0,1,2,Web,Facturacion,entrenamiento
C0699,1,1,0,3,Telefono,Producto,entrenamiento
C0700,1,2,1,1,Web,Facturacion,entrenamiento
C0701,0,1,0,1,Web,Facturacion,validacion
C0702,2,0,0,0,Telefono,Entrega,validacion
C0703,2,2,5,4,Web,Producto,validacion
C0704,2,0,1,1,Telefono,Producto,validacion
C0705,2,1,1,0,Telefono,Entrega,validacion
C0706,1,3,3,2,Web,Producto,validacion
C0707,2,3,0,1,Web,Facturacion,validacion
C0708,2,0,3,1,Telefono,Entrega,validacion
C0709,0,1,0,2,Web,Entrega,validacion
C0710,1,1,1,2,Telefono,Producto,validacion
C0711,3,2,3,1,Web,Facturacion,validacion
C0712,3,0,5,3,Telefono,Producto,validacion
C0713,1,1,0,1,Web,Entrega,validacion
C0714,1,1,1,1,Web,Facturacion,validacion
C0715,2,1,2,1,Web,Entrega,validacion
C0716,1,1,1,0,Telefono,Entrega,validacion
C0717,1,1,0,1,Web,Entrega,validacion
C0718,1,1,4,3,Telefono,Producto,validacion
C0719,2,1,1,1,Telefono,Entrega,validacion
C0720,2,3,1,2,Telefono,Facturacion,validacion
C0721,1,2,0,2,Telefono,Facturacion,validacion
C0722,2,1,0,0,Web,Entrega,validacion
C0723,1,1,2,1,Telefono,Entrega,validacion
C0724,2,1,0,1,Telefono,Facturacion,validacion
C0725,1,0,1,5,Web,Producto,validacion
C0726,2,1,1,1,Web,Entrega,validacion
C0727,1,2,1,3,Telefono,Facturacion,validacion
C0728,2,3,2,1,Telefono,Facturacion,validacion
C0729,0,3,0,3,Web,Producto,validacion
C0730,1,3,2,0,Telefono,Entrega,validacion
C0731,0,4,2,3,Web,Facturacion,validacion
C0732,0,3,0,3,Telefono,Facturacion,validacion
C0733,1,1,1,1,Web,Entrega,validacion
C0734,0,1,1,2,Web,Producto,validacion
C0735,0,0,1,3,Telefono,Facturacion,validacion
C0736,1,3,1,1,Telefono,Facturacion,validacion
C0737,2,1,2,7,Web,Producto,validacion
C0738,1,2,0,1,Web,Producto,validacion
C0739,0,0,1,1,Telefono,Producto,validacion
C0740,0,5,2,1,Web,Facturacion,validacion
C0741,3,5,4,1,Web,Facturacion,validacion
C0742,1,1,0,1,Web,Producto,validacion
C0743,1,0,1,5,Web,Entrega,validacion
C0744,2,2,1,1,Telefono,Entrega,validacion
C0745,3,1,3,6,Web,Producto,validacion
C0746,4,3,0,3,Web,Entrega,validacion
C0747,2,2,1,4,Telefono,Facturacion,validacion
C0748,4,1,2,5,Telefono,Entrega,validacion
C0749,1,1,2,2,Telefono,Entrega,validacion
C0750,3,2,2,2,Web,Producto,validacion
C0751,3,0,2,4,Web,Entrega,validacion
C0752,1,4,4,0,Web,Facturacion,validacion
C0753,1,0,1,1,Web,Entrega,validacion
C0754,2,3,2,4,Web,Entrega,validacion
C0755,2,1,2,1,Web,Producto,validacion
C0756,1,2,2,2,Web,Entrega,validacion
C0757,2,4,0,3,Telefono,Facturacion,validacion
C0758,4,1,3,1,Telefono,Entrega,validacion
C0759,2,1,0,2,Telefono,Producto,validacion
C0760,1,1,1,3,Web,Producto,validacion
C0761,4,0,2,3,Web,Entrega,validacion
C0762,3,2,2,3,Telefono,Entrega,validacion
C0763,1,1,2,1,Telefono,Entrega,validacion
C0764,1,4,1,0,Telefono,Facturacion,validacion
C0765,0,0,3,3,Telefono,Producto,validacion
C0766,2,2,3,1,Web,Entrega,validacion
C0767,1,1,0,1,Web,Entrega,validacion
C0768,4,0,3,6,Web,Entrega,validacion
C0769,2,1,1,4,Telefono,Producto,validacion
C0770,3,2,2,2,Web,Producto,validacion
C0771,0,0,1,3,Web,Producto,validacion
C0772,1,2,5,1,Telefono,Producto,validacion
C0773,1,1,4,2,Telefono,Producto,validacion
C0774,0,2,3,1,Telefono,Producto,validacion
C0775,1,2,0,3,Telefono,Entrega,validacion
C0776,3,1,1,2,Telefono,Entrega,validacion
C0777,5,0,2,0,Web,Entrega,validacion
C0778,1,1,0,4,Web,Entrega,validacion
C0779,1,1,1,0,Telefono,Entrega,validacion
C0780,1,2,2,1,Web,Producto,validacion
C0781,1,0,2,2,Telefono,Producto,validacion
C0782,2,1,1,2,Web,Facturacion,validacion
C0783,2,1,4,3,Web,Producto,validacion
C0784,0,1,1,3,Telefono,Producto,validacion
C0785,0,1,0,1,Web,Facturacion,validacion
C0786,1,2,1,2,Web,Facturacion,validacion
C0787,0,0,1,2,Web,Facturacion,validacion
C0788,2,0,1,0,Telefono,Entrega,validacion
C0789,0,1,2,2,Web,Entrega,validacion
C0790,1,2,4,1,Telefono,Producto,validacion
C0791,2,3,0,1,Telefono,Entrega,validacion
C0792,0,2,2,2,Web,Facturacion,validacion
C0793,5,1,1,0,Web,Entrega,validacion
C0794,1,1,2,3,Web,Facturacion,validacion
C0795,2,4,0,5,Web,Facturacion,validacion
C0796,1,2,0,1,Web,Entrega,validacion
C0797,0,0,0,2,Web,Producto,validacion
C0798,2,2,2,3,Telefono,Producto,validacion
C0799,2,2,2,0,Telefono,Facturacion,validacion
C0800,0,1,1,5,Telefono,Facturacion,validacion
C0801,2,3,1,2,Web,Entrega,validacion
C0802,2,1,1,2,Telefono,Entrega,validacion
C0803,2,0,1,2,Web,Entrega,validacion
C0804,0,1,1,2,Telefono,Producto,validacion
C0805,0,1,1,4,Web,Facturacion,validacion
C0806,0,2,2,1,Telefono,Entrega,validacion
C0807,1,0,1,2,Web,Entrega,validacion
C0808,2,3,0,1,Telefono,Facturacion,validacion
C0809,1,1,1,1,Telefono,Producto,validacion
C0810,2,4,1,1,Telefono,Facturacion,validacion
C0811,3,2,1,2,Web,Entrega,validacion
C0812,0,2,1,3,Telefono,Facturacion,validacion
C0813,1,0,2,1,Web,Entrega,validacion
C0814,1,2,4,2,Web,Facturacion,validacion
C0815,0,2,1,4,Web,Producto,validacion
C0816,2,4,1,1,Telefono,Facturacion,validacion
C0817,2,1,2,2,Web,Producto,validacion
C0818,0,3,0,3,Telefono,Facturacion,validacion
C0819,1,1,2,0,Telefono,Facturacion,validacion
C0820,1,3,1,0,Telefono,Facturacion,validacion
C0821,1,1,0,2,Web,Entrega,validacion
C0822,3,2,0,0,Web,Entrega,validacion
C0823,2,2,1,2,Web,Entrega,validacion
C0824,0,0,1,0,Web,Producto,validacion
C0825,3,1,3,5,Telefono,Producto,validacion
C0826,1,0,1,4,Telefono,Facturacion,validacion
C0827,0,0,1,5,Web,Producto,validacion
C0828,1,1,2,0,Web,Entrega,validacion
C0829,2,0,0,1,Telefono,Entrega,validacion
C0830,4,0,1,2,Web,Producto,validacion
C0831,3,0,2,4,Web,Entrega,validacion
C0832,2,0,2,0,Telefono,Entrega,validacion
C0833,3,0,1,1,Telefono,Entrega,validacion
C0834,0,0,4,4,Web,Entrega,validacion
C0835,1,1,2,1,Web,Entrega,validacion
C0836,2,1,1,2,Web,Entrega,validacion
C0837,1,3,1,0,Web,Producto,validacion
C0838,1,1,1,3,Telefono,Facturacion,validacion
C0839,1,1,1,4,Web,Producto,validacion
C0840,2,1,1,4,Telefono,Producto,validacion
C0841,2,0,0,3,Web,Entrega,validacion
C0842,0,3,0,3,Web,Facturacion,validacion
C0843,2,1,1,0,Telefono,Entrega,validacion
C0844,1,1,1,2,Telefono,Facturacion,validacion
C0845,2,1,2,4,Web,Producto,validacion
C0846,3,0,2,4,Web,Producto,validacion
C0847,0,1,4,0,Telefono,Producto,validacion
C0848,0,1,2,2,Web,Producto,validacion
C0849,0,2,2,1,Telefono,Producto,validacion
C0850,0,0,1,3,Web,Entrega,validacion
C0851,2,0,2,2,Telefono,Producto,prueba
C0852,1,1,5,1,Telefono,Producto,prueba
C0853,3,1,2,2,Web,Producto,prueba
C0854,3,2,1,3,Web,Producto,prueba
C0855,3,3,2,1,Telefono,Producto,prueba
C0856,1,1,2,2,Telefono,Entrega,prueba
C0857,0,3,0,0,Telefono,Facturacion,prueba
C0858,2,2,0,6,Telefono,Entrega,prueba
C0859,1,1,0,6,Web,Facturacion,prueba
C0860,0,0,4,3,Web,Producto,prueba
C0861,2,0,1,1,Web,Entrega,prueba
C0862,2,0,2,1,Telefono,Producto,prueba
C0863,1,1,2,3,Telefono,Facturacion,prueba
C0864,1,3,3,2,Web,Facturacion,prueba
C0865,2,1,2,3,Telefono,Producto,prueba
C0866,2,0,2,1,Telefono,Entrega,prueba
C0867,0,2,3,1,Telefono,Facturacion,prueba
C0868,2,2,2,3,Telefono,Producto,prueba
C0869,2,1,3,0,Telefono,Entrega,prueba
C0870,2,0,3,2,Telefono,Entrega,prueba
C0871,2,2,1,1,Telefono,Facturacion,prueba
C0872,1,0,0,2,Web,Entrega,prueba
C0873,2,1,0,2,Telefono,Entrega,prueba
C0874,1,7,0,5,Telefono,Facturacion,prueba
C0875,4,3,1,0,Web,Entrega,prueba
C0876,1,2,1,2,Telefono,Entrega,prueba
C0877,0,1,3,4,Web,Producto,prueba
C0878,0,0,2,1,Telefono,Entrega,prueba
C0879,1,3,2,3,Web,Facturacion,prueba
C0880,2,3,4,1,Telefono,Producto,prueba
C0881,1,2,0,0,Telefono,Facturacion,prueba
C0882,3,1,0,0,Web,Entrega,prueba
C0883,0,2,2,2,Telefono,Facturacion,prueba
C0884,5,1,3,2,Web,Producto,prueba
C0885,0,3,0,4,Web,Facturacion,prueba
C0886,0,1,3,4,Web,Producto,prueba
C0887,2,1,1,3,Web,Producto,prueba
C0888,1,2,2,1,Web,Producto,prueba
C0889,3,1,4,2,Web,Entrega,prueba
C0890,3,0,3,1,Web,Entrega,prueba
C0891,2,0,2,0,Web,Producto,prueba
C0892,1,2,2,4,Telefono,Entrega,prueba
C0893,4,3,0,5,Web,Entrega,prueba
C0894,1,3,1,2,Telefono,Facturacion,prueba
C0895,2,2,1,3,Telefono,Facturacion,prueba
C0896,1,2,0,3,Web,Entrega,prueba
C0897,0,2,1,3,Web,Entrega,prueba
C0898,0,2,2,1,Telefono,Facturacion,prueba
C0899,1,3,1,3,Telefono,Facturacion,prueba
C0900,2,3,1,3,Telefono,Entrega,prueba
C0901,1,1,3,0,Telefono,Producto,prueba
C0902,0,2,2,4,Web,Facturacion,prueba
C0903,0,2,1,0,Web,Facturacion,prueba
C0904,1,3,3,3,Telefono,Producto,prueba
C0905,2,3,0,2,Telefono,Facturacion,prueba
C0906,1,1,0,1,Telefono,Entrega,prueba
C0907,2,2,1,1,Telefono,Entrega,prueba
C0908,1,0,2,4,Telefono,Entrega,prueba
C0909,2,2,2,4,Web,Facturacion,prueba
C0910,3,2,2,1,Web,Facturacion,prueba
C0911,3,0,0,0,Telefono,Entrega,prueba
C0912,3,3,3,0,Telefono,Producto,prueba
C0913,1,3,1,5,Telefono,Producto,prueba
C0914,2,2,0,0,Web,Entrega,prueba
C0915,0,2,3,3,Web,Producto,prueba
C0916,1,1,2,2,Telefono,Producto,prueba
C0917,1,2,2,2,Telefono,Facturacion,prueba
C0918,3,2,0,0,Telefono,Entrega,prueba
C0919,0,1,0,2,Telefono,Entrega,prueba
C0920,1,2,0,1,Web,Facturacion,prueba
C0921,2,2,0,0,Web,Entrega,prueba
C0922,1,1,5,2,Telefono,Producto,prueba
C0923,0,3,2,1,Web,Facturacion,prueba
C0924,3,1,3,3,Telefono,Entrega,prueba
C0925,1,2,3,1,Web,Producto,prueba
C0926,0,2,1,2,Web,Entrega,prueba
C0927,1,3,2,3,Web,Facturacion,prueba
C0928,3,3,1,1,Web,Facturacion,prueba
C0929,0,2,2,7,Web,Facturacion,prueba
C0930,1,0,0,3,Telefono,Producto,prueba
C0931,1,0,2,2,Web,Producto,prueba
C0932,1,3,1,2,Telefono,Facturacion,prueba
C0933,0,2,0,0,Telefono,Facturacion,prueba
C0934,3,2,1,5,Web,Entrega,prueba
C0935,1,2,1,3,Telefono,Entrega,prueba
C0936,3,1,3,3,Web,Entrega,prueba
C0937,1,1,1,1,Telefono,Facturacion,prueba
C0938,1,4,2,1,Web,Facturacion,prueba
C0939,1,3,1,2,Telefono,Facturacion,prueba
C0940,0,1,2,1,Web,Producto,prueba
C0941,1,1,0,3,Telefono,Facturacion,prueba
C0942,0,0,3,3,Web,Producto,prueba
C0943,3,0,0,1,Web,Entrega,prueba
C0944,1,2,1,0,Web,Entrega,prueba
C0945,2,1,2,1,Telefono,Entrega,prueba
C0946,1,2,1,0,Web,Facturacion,prueba
C0947,2,1,2,3,Web,Producto,prueba
C0948,2,0,1,5,Telefono,Entrega,prueba
C0949,1,1,1,1,Telefono,Entrega,prueba
C0950,1,2,0,3,Telefono,Facturacion,prueba
C0951,0,1,2,3,Web,Producto,prueba
C0952,3,5,0,2,Telefono,Facturacion,prueba
C0953,3,0,2,3,Telefono,Producto,prueba
C0954,3,1,2,1,Web,Entrega,prueba
C0955,2,0,1,1,Telefono,Entrega,prueba
C0956,1,2,2,3,Web,Facturacion,prueba
C0957,1,1,2,1,Web,Producto,prueba
C0958,1,2,1,2,Telefono,Entrega,prueba
C0959,1,2,0,2,Web,Facturacion,prueba
C0960,0,3,2,3,Web,Facturacion,prueba
C0961,2,0,0,3,Telefono,Producto,prueba
C0962,1,2,1,1,Telefono,Producto,prueba
C0963,0,1,1,4,Telefono,Facturacion,prueba
C0964,1,1,1,4,Telefono,Facturacion,prueba
C0965,0,2,1,2,Web,Facturacion,prueba
C0966,3,0,2,2,Telefono,Producto,prueba
C0967,0,1,3,1,Web,Producto,prueba
C0968,1,1,3,1,Web,Facturacion,prueba
C0969,1,2,1,1,Web,Entrega,prueba
C0970,1,1,2,4,Telefono,Facturacion,prueba
C0971,1,0,0,0,Telefono,Entrega,prueba
C0972,0,2,0,2,Telefono,Facturacion,prueba
C0973,1,2,0,3,Telefono,Entrega,prueba
C0974,0,1,1,0,Telefono,Producto,prueba
C0975,1,0,0,2,Web,Entrega,prueba
C0976,1,2,3,3,Telefono,Producto,prueba
C0977,1,1,0,5,Web,Entrega,prueba
C0978,6,1,2,4,Telefono,Entrega,prueba
C0979,1,0,1,1,Web,Producto,prueba
C0980,1,0,0,0,Web,Entrega,prueba
C0981,2,2,2,3,Telefono,Producto,prueba
C0982,2,0,3,4,Web,Entrega,prueba
C0983,2,1,1,3,Telefono,Entrega,prueba
C0984,1,1,2,4,Web,Producto,prueba
C0985,4,3,0,3,Web,Facturacion,prueba
C0986,4,0,1,0,Telefono,Entrega,prueba
C0987,0,2,1,4,Telefono,Producto,prueba
C0988,2,1,2,0,Web,Facturacion,prueba
C0989,2,1,0,5,Telefono,Facturacion,prueba
C0990,3,1,5,4,Telefono,Producto,prueba
C0991,2,3,1,1,Web,Entrega,prueba
C0992,2,1,1,3,Telefono,Facturacion,prueba
C0993,0,2,1,3,Telefono,Facturacion,prueba
C0994,1,2,2,2,Telefono,Producto,prueba
C0995,1,0,2,4,Web,Producto,prueba
C0996,1,1,1,4,Telefono,Facturacion,prueba
C0997,2,0,2,1,Telefono,Entrega,prueba
C0998,2,5,2,3,Web,Facturacion,prueba
C0999,1,0,0,1,Telefono,Producto,prueba
C1000,2,3,0,4,Web,Facturacion,prueba
