pedido_id,semana,centro,canal,camiones_cola,distancia_km,holgura_min,revision_documental,urgente,incidencias_previas,carga_proxy,atraso,compensacion_real_clp
P0310,4,Norte,Web,7,19.3882,10.8475,0,0,3,6.2196,0,0.0000
P0311,4,Sur,Sucursal,3,176.9088,20.2772,1,0,1,2.8976,1,125822.0817
P0312,4,Sur,Empresa,6,22.4139,21.7073,0,0,1,6.0112,0,0.0000
P0313,4,Sur,Empresa,6,148.7177,31.3098,0,0,0,5.7549,0,0.0000
P0314,4,Sur,Sucursal,6,134.1319,13.0114,0,0,1,5.9851,0,0.0000
P0315,4,Norte,Sucursal,6,164.0961,10.3150,1,0,0,5.9837,0,0.0000
P0316,4,Centro,Empresa,4,135.4572,17.3418,0,1,3,3.8515,0,0.0000
P0317,4,Norte,Empresa,6,19.9459,27.5659,0,0,0,5.9748,0,0.0000
P0318,4,Sur,Sucursal,7,14.5099,6.7574,0,0,0,7.1096,0,0.0000
P0319,4,Norte,Web,10,61.4110,12.6458,0,0,2,9.7775,0,0.0000
P0320,4,Sur,Web,4,52.8535,13.1292,0,1,0,4.0391,0,0.0000
P0321,4,Centro,Web,5,114.1156,6.1386,0,0,3,4.6114,0,0.0000
P0322,4,Sur,Sucursal,9,58.6732,37.3607,0,0,1,8.8959,0,0.0000
P0323,4,Centro,Sucursal,4,72.5048,9.7821,0,1,2,4.0522,1,139765.9110
P0324,4,Sur,Empresa,4,51.1599,30.0743,0,1,0,4.3036,0,0.0000
P0325,4,Centro,Web,6,179.4336,8.9998,0,0,0,5.4874,0,0.0000
P0326,4,Norte,Sucursal,8,36.7940,5.7921,0,0,4,8.0577,0,0.0000
P0327,4,Norte,Web,8,110.7004,26.4922,0,1,1,7.3952,0,0.0000
P0328,4,Norte,Sucursal,5,7.3209,27.8045,0,1,2,4.4906,0,0.0000
P0329,4,Centro,Sucursal,9,54.7337,21.7755,0,0,2,8.7585,0,0.0000
P0330,4,Norte,Sucursal,3,152.6630,22.9421,0,0,1,2.3169,0,0.0000
P0331,4,Sur,Empresa,7,112.1049,28.6744,1,0,3,6.8100,1,125236.5569
P0332,4,Sur,Web,5,16.0496,33.0324,0,0,3,5.5227,0,0.0000
P0333,4,Sur,Web,6,NA,19.1775,1,0,0,6.4840,0,0.0000
P0334,4,Norte,Sucursal,3,161.8652,39.3207,0,0,0,2.7749,0,0.0000
P0335,4,Norte,Web,6,163.4546,28.0801,0,0,1,5.7096,0,0.0000
P0336,4,Norte,Empresa,4,58.2341,31.3996,0,0,3,3.1056,0,0.0000
P0337,4,Centro,Sucursal,5,95.0514,7.4664,0,0,1,4.6012,0,0.0000
P0338,4,Norte,Empresa,9,89.7382,13.6658,0,0,2,8.7945,0,0.0000
P0339,4,Centro,Sucursal,6,12.9774,18.5841,0,0,1,5.4518,0,0.0000
P0340,4,Norte,Web,10,67.7761,37.7360,0,0,1,10.2422,0,0.0000
P0341,4,Norte,Sucursal,5,175.9071,19.9536,0,1,3,5.0824,0,0.0000
P0342,4,Sur,Web,9,104.1984,24.8731,0,0,2,8.7259,0,0.0000
P0343,4,Norte,Web,4,178.8480,15.9133,1,1,0,3.8699,1,119537.5098
P0344,4,Norte,Web,10,113.1516,31.9905,1,0,1,10.4356,0,0.0000
P0345,4,Norte,Empresa,5,126.3519,35.3363,0,0,1,4.8023,0,0.0000
P0346,4,Norte,Sucursal,4,46.6852,34.4838,0,0,0,3.8891,0,0.0000
P0347,4,Centro,Sucursal,5,171.5037,33.6987,1,0,1,4.6324,1,109694.7343
P0348,4,Sur,Web,3,127.4646,36.4742,0,0,0,3.2439,0,0.0000
P0349,4,Sur,Web,6,67.0854,12.4951,0,0,2,6.1148,0,0.0000
P0350,4,Centro,Empresa,5,61.6776,27.6757,0,0,0,4.6494,0,0.0000
P0351,4,Centro,Empresa,3,71.3143,24.0601,0,0,3,3.0987,0,0.0000
P0352,4,Sur,Empresa,3,58.2070,38.3810,0,0,0,2.8796,0,0.0000
P0353,4,Centro,Empresa,7,12.2727,6.5322,1,1,1,7.5406,1,124335.8788
P0354,4,Norte,Sucursal,5,144.1886,11.1921,0,0,1,4.3103,0,0.0000
P0355,4,Norte,Sucursal,6,167.5756,24.5458,0,0,2,5.7517,0,0.0000
P0356,4,Norte,Empresa,9,5.2119,38.6381,0,0,1,9.4148,0,0.0000
P0357,4,Centro,Empresa,5,137.5227,21.4670,1,0,2,5.1144,0,0.0000
P0358,4,Norte,Sucursal,6,10.0699,26.2680,0,0,3,5.6143,0,0.0000
P0359,4,Norte,Web,8,175.0833,8.5011,0,0,2,8.3862,1,108529.2289
P0360,4,Sur,Web,3,67.3848,14.5378,0,1,0,2.5742,0,0.0000
P0361,4,Sur,Web,6,79.2584,15.6897,0,0,1,6.0175,0,0.0000
P0362,4,Centro,Web,6,173.7878,16.7426,0,0,0,6.6115,0,0.0000
P0363,4,Norte,Web,6,60.1456,7.8519,0,0,2,6.1466,0,0.0000
P0364,4,Sur,Web,6,25.0429,27.1011,0,1,0,6.0940,0,0.0000
P0365,4,Norte,Empresa,4,105.8205,10.5535,1,1,1,4.1114,0,0.0000
P0366,4,Centro,Web,3,15.4594,35.2331,0,0,1,3.5823,0,0.0000
P0367,4,Centro,Empresa,7,155.4563,35.5178,1,0,2,6.8071,0,0.0000
P0368,4,Centro,Web,3,122.4891,38.1376,0,0,1,2.5360,0,0.0000
P0369,4,Sur,Sucursal,5,103.7487,11.3950,1,0,0,4.6920,1,124837.2694
P0370,4,Norte,Empresa,7,75.1215,38.3437,0,0,2,7.2512,0,0.0000
P0371,4,Centro,Empresa,1,9.4612,31.6624,0,0,1,1.4057,0,0.0000
P0372,4,Norte,Sucursal,7,45.6218,20.4127,0,0,2,6.8613,0,0.0000
P0373,4,Centro,Web,8,110.0940,9.5874,0,0,1,8.2040,0,0.0000
P0374,4,Centro,Empresa,6,NA,28.3170,0,0,0,5.3077,0,0.0000
P0375,4,Sur,Empresa,7,112.0236,25.2355,1,1,0,7.1876,0,0.0000
P0376,4,Sur,Web,8,95.7767,23.8981,0,1,2,8.4786,0,0.0000
P0377,4,Sur,Web,3,130.2062,22.3845,0,1,1,2.2630,0,0.0000
P0378,4,Centro,Empresa,4,80.6963,19.8344,0,0,0,4.8293,0,0.0000
P0379,4,Norte,Web,7,78.4766,15.3142,0,0,2,7.5034,0,0.0000
P0380,4,Norte,Web,6,24.5717,35.5713,0,0,1,5.9939,0,0.0000
P0381,4,Norte,Web,5,85.7094,7.2499,0,1,1,4.2672,0,0.0000
P0382,4,Centro,Sucursal,6,125.7417,19.0805,0,0,2,6.7249,0,0.0000
P0383,4,Sur,Web,15,96.3219,39.0883,0,0,2,15.0697,0,0.0000
P0384,4,Sur,Sucursal,3,132.0466,39.3455,0,1,0,3.2875,0,0.0000
P0385,4,Norte,Web,7,110.8114,26.1127,1,0,2,7.1909,1,129311.1376
P0386,4,Sur,Sucursal,9,174.2725,26.5326,0,0,4,9.3681,0,0.0000
P0387,4,Norte,Empresa,9,125.0991,6.0840,0,0,1,9.2181,1,127666.7244
P0388,4,Norte,Web,6,39.5218,39.0425,0,1,1,6.1044,0,0.0000
P0389,4,Sur,Web,3,48.9327,34.7709,0,1,1,2.4749,0,0.0000
P0390,4,Norte,Web,3,168.9626,36.8984,0,0,1,2.3012,0,0.0000
P0391,4,Norte,Web,5,99.9356,38.8123,0,0,0,4.0874,0,0.0000
P0392,4,Centro,Web,9,36.6343,25.7923,0,0,1,8.8998,0,0.0000
P0393,4,Centro,Sucursal,7,80.7049,27.6292,0,1,1,6.9300,0,0.0000
P0394,4,Centro,Sucursal,8,125.0268,38.5623,0,1,1,8.0233,0,0.0000
P0395,4,Norte,Sucursal,4,140.1232,33.8259,0,1,0,4.0799,0,0.0000
P0396,4,Norte,Empresa,4,159.1256,23.5487,0,0,0,4.5673,0,0.0000
P0397,4,Sur,Empresa,2,79.3736,36.2123,0,0,0,1.2985,0,0.0000
P0398,4,Norte,Empresa,4,125.8104,8.0258,0,0,1,4.1110,1,120173.3750
P0399,4,Sur,Empresa,2,47.7758,21.2345,0,0,3,2.3094,0,0.0000
P0400,4,Norte,Web,6,101.8540,6.2294,0,0,0,6.1076,1,133008.9123
P0401,5,Norte,Sucursal,4,176.6198,39.5507,1,0,3,3.7137,0,0.0000
P0402,5,Centro,Sucursal,6,67.6830,22.9424,0,0,0,6.2599,0,0.0000
P0403,5,Sur,Web,5,40.4721,16.3550,0,0,0,5.2262,0,0.0000
P0404,5,Sur,Web,12,21.5462,6.6963,0,0,0,12.3286,1,112658.3156
P0405,5,Centro,Empresa,7,120.9272,39.6042,0,0,0,7.5006,0,0.0000
P0406,5,Sur,Empresa,9,159.1574,29.4756,1,0,1,8.8789,0,0.0000
P0407,5,Centro,Sucursal,4,83.4025,12.9276,0,1,0,3.3761,0,0.0000
P0408,5,Centro,Empresa,5,145.7448,26.5851,0,1,2,5.2443,1,123057.9288
P0409,5,Norte,Sucursal,8,169.7189,35.0543,0,0,1,8.7267,0,0.0000
P0410,5,Centro,Web,4,18.8657,30.1572,0,0,0,3.5587,1,113265.9786
P0411,5,Norte,Web,5,39.3811,36.1462,0,0,1,5.1716,0,0.0000
P0412,5,Sur,Web,6,132.5518,22.0971,0,0,1,6.0428,0,0.0000
P0413,5,Norte,Empresa,4,89.5087,10.7960,1,0,0,4.0587,0,0.0000
P0414,5,Sur,Empresa,6,39.3251,22.8436,0,0,2,6.2541,0,0.0000
P0415,5,Centro,Sucursal,2,152.4973,12.5399,0,0,0,2.1659,0,0.0000
P0416,5,Centro,Sucursal,4,33.3792,16.2968,0,0,1,4.0617,0,0.0000
P0417,5,Norte,Empresa,8,55.3718,20.6908,0,0,1,7.7231,0,0.0000
P0418,5,Sur,Sucursal,6,148.3648,32.1799,0,0,2,5.9559,0,0.0000
P0419,5,Sur,Web,3,25.2741,7.7905,0,1,4,3.1987,0,0.0000
P0420,5,Norte,Web,7,NA,35.3902,0,0,3,7.0642,0,0.0000
P0421,5,Sur,Empresa,8,44.9934,37.5281,1,0,1,8.1768,1,118569.8397
P0422,5,Norte,Web,6,95.6404,17.3232,1,1,2,5.7939,0,0.0000
P0423,5,Norte,Web,2,110.4996,34.3164,1,1,2,1.7003,0,0.0000
P0424,5,Norte,Web,4,28.7476,23.0420,0,0,1,4.1830,0,0.0000
P0425,5,Sur,Empresa,5,NA,25.6206,1,0,2,4.7560,0,0.0000
P0426,5,Norte,Web,6,97.5450,13.3265,0,0,2,5.8300,0,0.0000
P0427,5,Norte,Sucursal,4,NA,6.3708,1,0,1,4.0043,1,137902.7954
P0428,5,Sur,Web,12,72.3551,9.1518,0,0,0,12.3203,0,0.0000
P0429,5,Sur,Sucursal,2,166.8094,16.5745,0,0,0,2.3751,0,0.0000
P0430,5,Norte,Web,4,83.2831,35.4733,0,1,2,4.3367,0,0.0000
P0431,5,Sur,Web,12,87.0137,31.9904,1,0,1,11.3917,0,0.0000
P0432,5,Norte,Empresa,11,42.9960,30.1846,0,0,1,10.4138,0,0.0000
P0433,5,Sur,Empresa,7,76.8752,16.4289,0,0,0,7.3253,0,0.0000
P0434,5,Sur,Empresa,8,9.2576,6.8865,1,1,0,8.7131,0,0.0000
P0435,5,Norte,Sucursal,5,136.4801,27.1112,1,0,1,4.5944,0,0.0000
P0436,5,Centro,Sucursal,9,147.0316,27.9873,0,0,1,8.5531,1,112349.2427
P0437,5,Centro,Empresa,8,15.5701,17.1345,0,0,0,8.4858,0,0.0000
P0438,5,Norte,Empresa,3,179.8328,35.3989,0,0,1,2.5579,0,0.0000
P0439,5,Norte,Empresa,5,10.4212,29.4074,0,0,1,5.0362,1,134121.5011
P0440,5,Norte,Empresa,4,91.5183,33.8278,1,0,2,4.8836,0,0.0000
P0441,5,Norte,Sucursal,2,147.3858,34.4301,0,1,0,2.2233,0,0.0000
P0442,5,Sur,Web,4,26.4981,23.5755,0,0,0,3.7523,0,0.0000
P0443,5,Sur,Empresa,9,92.5527,11.0557,0,0,2,9.2243,0,0.0000
P0444,5,Norte,Sucursal,9,43.6829,7.7952,0,1,1,9.1156,0,0.0000
P0445,5,Norte,Sucursal,9,158.1359,25.0380,1,0,1,8.7906,1,120319.8912
P0446,5,Centro,Empresa,6,123.8735,34.3898,0,0,0,5.2611,0,0.0000
P0447,5,Norte,Web,2,89.7961,15.3789,1,1,2,1.8857,0,0.0000
P0448,5,Centro,Web,6,75.9104,36.6033,0,1,2,5.5012,0,0.0000
P0449,5,Sur,Sucursal,9,10.4116,5.9664,0,0,0,9.0777,0,0.0000
P0450,5,Sur,Web,4,98.9553,17.2448,0,0,2,4.2153,0,0.0000
P0451,5,Norte,Web,8,148.4941,37.8523,0,1,1,8.2507,0,0.0000
P0452,5,Centro,Empresa,5,99.6862,30.1954,1,0,1,5.1820,1,117768.0367
P0453,5,Norte,Web,2,177.1039,13.1374,0,0,2,1.4748,0,0.0000
P0454,5,Norte,Web,5,104.8649,23.3964,1,0,0,4.7764,0,0.0000
P0455,5,Sur,Sucursal,12,119.8503,19.4552,0,1,1,11.5990,0,0.0000
P0456,5,Centro,Sucursal,5,13.8964,39.2772,0,1,0,5.2622,0,0.0000
P0457,5,Norte,Web,5,153.6107,28.4277,1,0,2,4.6487,0,0.0000
P0458,5,Centro,Sucursal,6,25.0086,31.0994,0,0,0,6.0447,0,0.0000
P0459,5,Norte,Empresa,3,107.9984,7.6825,0,0,0,3.8685,1,124007.5341
P0460,5,Centro,Web,6,125.3121,23.1470,0,1,4,6.6173,0,0.0000
P0461,5,Sur,Empresa,4,121.7139,18.7805,0,0,0,3.3911,0,0.0000
P0462,5,Norte,Sucursal,7,21.6149,22.5195,0,0,2,7.0008,0,0.0000
P0463,5,Centro,Web,4,127.8653,23.7762,1,0,0,4.4923,0,0.0000
P0464,5,Centro,Web,6,88.4869,29.2198,0,0,2,5.8976,0,0.0000
P0465,5,Sur,Empresa,9,NA,9.1888,0,0,2,8.4938,1,139530.3727
P0466,5,Sur,Sucursal,9,41.6957,18.0814,0,0,3,8.9647,0,0.0000
P0467,5,Centro,Sucursal,7,77.2334,13.1862,0,0,0,6.8358,0,0.0000
P0468,5,Centro,Sucursal,6,46.1128,19.3642,0,0,1,6.3649,0,0.0000
P0469,5,Centro,Sucursal,4,51.5502,11.5667,0,0,0,4.7184,1,123951.2876
P0470,5,Centro,Web,3,NA,18.7090,0,0,1,2.2733,0,0.0000
P0471,5,Centro,Web,5,69.2183,24.1721,0,0,1,5.2021,0,0.0000
P0472,5,Norte,Empresa,5,72.5595,36.9140,0,0,1,4.9777,0,0.0000
P0473,5,Sur,Sucursal,5,147.2910,26.7570,0,1,4,5.0444,0,0.0000
P0474,5,Centro,Web,5,26.8104,30.8459,0,0,0,4.7660,0,0.0000
P0475,5,Sur,Empresa,6,88.2555,19.0737,0,0,1,6.8730,0,0.0000
P0476,5,Norte,Sucursal,8,136.4086,31.6806,0,1,1,7.8515,0,0.0000
P0477,5,Norte,Web,5,77.6163,39.9913,0,0,0,4.4792,0,0.0000
P0478,5,Sur,Sucursal,4,146.4015,11.7721,0,0,3,3.9544,0,0.0000
P0479,5,Sur,Sucursal,7,33.3251,15.8860,0,0,0,6.6338,0,0.0000
P0480,5,Norte,Web,9,129.8412,36.4995,0,0,1,9.4320,1,143845.8735
P0481,5,Centro,Web,7,63.1686,15.3415,0,0,1,6.6383,0,0.0000
P0482,5,Norte,Web,7,89.1465,26.5176,0,1,1,7.3398,0,0.0000
P0483,5,Centro,Empresa,11,130.0387,21.9487,0,0,1,10.9703,1,119489.1863
P0484,5,Centro,Empresa,3,116.2860,34.5728,0,0,4,3.1543,0,0.0000
P0485,5,Sur,Web,8,115.4948,25.2248,0,0,1,7.7162,1,121332.7382
P0486,5,Sur,Sucursal,5,32.2131,12.3068,0,0,0,5.2453,1,135233.0586
P0487,5,Sur,Sucursal,4,135.2713,26.7508,0,0,1,3.9265,0,0.0000
P0488,5,Norte,Empresa,5,173.3863,19.4912,1,0,1,4.5516,0,0.0000
P0489,5,Norte,Empresa,7,63.4675,7.1076,0,0,3,6.9251,1,115046.8885
P0490,5,Centro,Sucursal,7,88.3274,27.0597,0,0,1,6.3315,1,129269.5771
P0491,5,Sur,Sucursal,7,171.4345,38.6397,0,0,5,7.2481,0,0.0000
P0492,5,Norte,Empresa,6,162.9990,35.2994,0,0,1,5.7532,0,0.0000
P0493,5,Norte,Web,8,26.6875,26.9460,0,1,0,8.1242,0,0.0000
P0494,5,Norte,Web,9,166.9734,28.3186,0,0,2,9.4619,0,0.0000
P0495,5,Centro,Empresa,4,5.6545,9.4188,0,0,0,4.1027,0,0.0000
P0496,5,Centro,Empresa,6,54.4740,10.2480,0,0,2,6.2764,0,0.0000
P0497,5,Norte,Empresa,6,74.4894,28.5552,0,0,4,5.7869,0,0.0000
P0498,5,Norte,Empresa,6,77.7050,37.3373,0,0,1,5.9260,0,0.0000
P0499,5,Norte,Web,7,NA,15.5415,0,0,1,7.2863,0,0.0000
P0500,5,Norte,Web,3,86.4306,30.0049,0,1,1,3.4299,0,0.0000
P0501,6,Norte,Sucursal,5,172.0010,29.6436,0,0,2,4.7957,0,0.0000
P0502,6,Sur,Sucursal,7,28.3400,39.5986,0,1,1,7.2341,0,0.0000
P0503,6,Norte,Web,6,177.7550,26.6379,0,0,1,6.1442,0,0.0000
P0504,6,Sur,Web,5,106.2662,33.7829,0,1,0,4.5850,0,0.0000
P0505,6,Norte,Sucursal,3,30.8890,8.0758,0,0,2,2.9589,0,0.0000
P0506,6,Centro,Sucursal,7,163.1772,16.4800,0,0,1,7.1913,0,0.0000
P0507,6,Sur,Web,6,18.2549,7.0535,0,0,1,6.1107,0,0.0000
P0508,6,Centro,Empresa,5,38.3773,23.9686,0,1,0,5.0005,0,0.0000
P0509,6,Sur,Empresa,6,48.0711,29.9827,0,1,2,6.4255,0,0.0000
P0510,6,Sur,Empresa,5,51.6537,11.0173,0,0,1,4.8487,0,0.0000
P0511,6,Centro,Web,1,152.0622,14.9522,0,0,1,1.3727,1,112009.0800
P0512,6,Centro,Sucursal,9,130.8349,6.8996,0,0,0,8.5615,1,117736.3092
P0513,6,Centro,Sucursal,2,81.4777,10.3019,0,0,0,2.3867,0,0.0000
P0514,6,Norte,Sucursal,6,99.1553,16.3275,0,0,3,6.6769,0,0.0000
P0515,6,Sur,Sucursal,6,44.0574,29.2677,0,1,2,5.8107,0,0.0000
P0516,6,Centro,Sucursal,3,110.6373,37.3038,0,0,3,2.7085,0,0.0000
P0517,6,Centro,Empresa,9,179.0857,11.8584,0,0,0,8.4153,0,0.0000
P0518,6,Sur,Web,3,NA,14.8791,0,0,1,2.6167,0,0.0000
P0519,6,Sur,Web,8,111.9991,36.4563,0,0,1,8.1639,0,0.0000
P0520,6,Centro,Web,9,49.2639,7.3659,0,0,1,8.7262,0,0.0000
P0521,6,Sur,Sucursal,6,23.1559,36.5394,0,0,0,5.8338,0,0.0000
P0522,6,Norte,Empresa,4,29.3197,39.0654,1,1,3,4.0284,0,0.0000
P0523,6,Sur,Empresa,1,111.2535,28.0072,0,0,2,-0.0188,0,0.0000
P0524,6,Centro,Web,7,68.8183,35.2097,1,1,2,6.5979,0,0.0000
P0525,6,Norte,Sucursal,4,64.3256,9.5918,0,0,0,3.8321,0,0.0000
P0526,6,Centro,Web,8,55.9614,8.6759,0,1,0,8.4732,0,0.0000
P0527,6,Sur,Web,7,176.1694,34.8401,0,0,2,7.1822,0,0.0000
P0528,6,Norte,Web,9,27.9638,20.1311,0,1,1,8.0624,0,0.0000
P0529,6,Sur,Web,7,55.5391,6.8156,0,0,0,6.9299,0,0.0000
P0530,6,Centro,Sucursal,7,105.8589,39.7183,0,0,3,6.7618,0,0.0000
P0531,6,Sur,Web,8,61.9823,17.4303,0,0,0,7.5544,1,123890.4967
P0532,6,Norte,Sucursal,9,66.3770,6.7158,0,0,0,8.7802,0,0.0000
P0533,6,Sur,Empresa,5,77.8685,6.7230,1,0,2,5.0956,0,0.0000
P0534,6,Norte,Web,6,27.9374,13.4676,0,0,1,6.3101,0,0.0000
P0535,6,Norte,Web,4,100.5946,24.5500,0,1,2,4.5201,1,109632.2507
P0536,6,Norte,Empresa,5,NA,21.6747,0,0,3,4.6217,1,123857.5690
P0537,6,Sur,Sucursal,7,123.8288,21.9914,0,0,1,6.2235,0,0.0000
P0538,6,Centro,Web,3,126.9613,32.1356,0,0,0,3.7847,0,0.0000
P0539,6,Sur,Empresa,5,106.2212,13.4231,1,0,1,4.5593,0,0.0000
P0540,6,Centro,Sucursal,13,104.6549,9.2434,0,0,2,13.4754,1,101141.3159
P0541,6,Norte,Sucursal,6,6.5561,38.9582,0,0,4,4.9921,0,0.0000
P0542,6,Sur,Empresa,8,178.4209,39.4090,0,0,4,7.5289,0,0.0000
P0543,6,Centro,Web,7,10.2778,26.0178,0,0,1,6.9565,0,0.0000
P0544,6,Sur,Empresa,7,90.2269,26.1453,1,0,0,6.9988,0,0.0000
P0545,6,Norte,Web,5,66.1124,14.1833,0,0,3,5.0975,0,0.0000
P0546,6,Norte,Web,2,65.1304,38.2364,0,0,0,1.6398,0,0.0000
P0547,6,Sur,Web,9,13.4793,15.3276,0,0,2,9.6639,0,0.0000
P0548,6,Norte,Web,7,17.8656,28.0399,0,0,0,7.3501,0,0.0000
P0549,6,Centro,Empresa,7,157.3963,35.7159,0,0,0,6.5604,0,0.0000
P0550,6,Centro,Empresa,5,148.8742,39.2277,0,0,2,5.0567,0,0.0000
P0551,6,Sur,Web,10,80.4935,28.8911,0,1,1,10.1295,0,0.0000
P0552,6,Sur,Web,8,54.7314,23.3413,0,0,2,7.4659,1,119324.2414
P0553,6,Norte,Empresa,5,125.5624,16.3962,0,0,2,5.2133,0,0.0000
P0554,6,Sur,Web,3,15.5366,24.7571,0,0,1,3.0501,0,0.0000
P0555,6,Centro,Web,3,68.3664,29.6133,1,1,0,2.9900,0,0.0000
P0556,6,Norte,Empresa,5,31.4620,31.2739,0,0,1,5.1784,0,0.0000
P0557,6,Norte,Empresa,9,149.9109,21.0109,0,1,1,8.9138,0,0.0000
P0558,6,Norte,Sucursal,4,68.0193,33.6970,0,1,1,4.1397,0,0.0000
P0559,6,Sur,Empresa,8,148.9626,17.3985,0,0,1,7.7992,0,0.0000
P0560,6,Norte,Web,4,87.6410,7.2426,0,0,0,5.0027,0,0.0000
P0561,6,Centro,Web,7,118.3541,26.6729,0,1,0,6.7854,0,0.0000
P0562,6,Norte,Sucursal,9,57.6469,26.1227,0,0,0,9.2314,0,0.0000
P0563,6,Norte,Empresa,3,79.4720,16.0384,1,0,1,2.9290,0,0.0000
P0564,6,Centro,Sucursal,6,40.0243,37.5478,0,0,1,6.2572,0,0.0000
P0565,6,Norte,Web,5,56.2907,29.6813,0,0,1,4.8877,0,0.0000
P0566,6,Norte,Web,9,9.0596,16.5236,0,0,0,8.6692,0,0.0000
P0567,6,Sur,Empresa,4,100.9170,21.3340,1,0,3,4.1745,0,0.0000
P0568,6,Centro,Web,3,77.0387,34.8821,0,0,3,2.7594,0,0.0000
P0569,6,Norte,Sucursal,4,99.0511,27.1821,0,0,2,4.4748,0,0.0000
P0570,6,Sur,Web,8,NA,27.0940,0,0,2,7.4150,1,98076.0033
P0571,6,Norte,Sucursal,9,77.6784,11.6860,0,1,2,8.4412,0,0.0000
P0572,6,Centro,Web,8,55.5794,7.2795,1,0,1,7.8493,0,0.0000
P0573,6,Norte,Sucursal,6,169.1893,38.5489,0,0,1,5.9982,0,0.0000
P0574,6,Centro,Web,5,90.5162,36.4895,0,0,2,5.5080,0,0.0000
P0575,6,Sur,Sucursal,6,123.7447,16.4772,0,1,1,6.3014,0,0.0000
P0576,6,Centro,Web,2,121.1788,24.6783,1,0,1,2.0179,0,0.0000
P0577,6,Norte,Sucursal,7,157.6382,20.0154,0,0,0,6.9489,0,0.0000
P0578,6,Norte,Empresa,4,102.2459,32.5962,0,1,0,3.6606,0,0.0000
P0579,6,Sur,Web,11,NA,36.1835,0,1,3,10.9557,0,0.0000
P0580,6,Norte,Web,5,166.9245,16.9429,0,0,3,4.8656,0,0.0000
P0581,6,Norte,Sucursal,5,140.7996,14.9428,0,0,1,5.4143,1,126451.7328
P0582,6,Sur,Sucursal,8,35.9104,29.1938,0,0,3,8.8604,0,0.0000
P0583,6,Sur,Empresa,2,84.0133,39.6987,0,0,1,2.2963,0,0.0000
P0584,6,Sur,Sucursal,8,45.6022,20.5000,0,0,0,8.2015,0,0.0000
P0585,6,Sur,Empresa,5,33.2533,18.4750,1,0,1,4.7199,0,0.0000
P0586,6,Centro,Empresa,5,103.0320,14.3516,0,0,0,5.1826,0,0.0000
P0587,6,Norte,Empresa,4,79.8649,8.7915,0,0,0,3.3250,0,0.0000
P0588,6,Centro,Sucursal,8,155.5697,27.5649,0,0,1,7.5962,0,0.0000
P0589,6,Norte,Web,6,79.6387,27.5471,0,0,1,6.6247,0,0.0000
P0590,6,Norte,Sucursal,5,80.2028,20.4868,0,0,2,5.8076,0,0.0000
P0591,6,Centro,Web,2,142.1279,14.4504,1,0,0,1.8290,1,107251.1894
P0592,6,Sur,Sucursal,6,74.1641,14.8371,0,0,2,6.4223,0,0.0000
P0593,6,Norte,Sucursal,8,17.4319,30.9007,0,1,3,8.4226,1,115375.6537
P0594,6,Norte,Sucursal,5,30.0042,33.9698,0,0,0,5.0999,0,0.0000
P0595,6,Sur,Empresa,4,133.7261,25.5122,1,0,0,3.9897,0,0.0000
P0596,6,Sur,Sucursal,4,37.3819,8.1753,0,0,1,4.2858,1,126723.1780
P0597,6,Sur,Empresa,8,35.1316,32.5255,0,0,3,7.2968,0,0.0000
P0598,6,Centro,Web,4,154.6095,33.8968,0,0,2,3.6937,0,0.0000
P0599,6,Norte,Sucursal,4,109.5159,7.1136,0,0,0,3.6204,1,107060.1287
P0600,6,Centro,Web,5,158.7153,36.3489,0,0,2,5.2430,0,0.0000
P0601,7,Sur,Empresa,12,16.5922,19.8091,0,0,0,11.9653,0,0.0000
P0602,7,Sur,Empresa,3,35.8724,28.7157,1,0,3,2.9023,0,0.0000
P0603,7,Sur,Empresa,7,113.4058,14.7030,1,0,1,6.0288,1,120651.4000
P0604,7,Sur,Sucursal,7,32.4560,37.1615,0,0,0,6.7909,0,0.0000
P0605,7,Norte,Sucursal,9,31.3468,14.4773,0,0,1,8.6409,1,122128.5842
P0606,7,Centro,Sucursal,8,60.1027,25.5799,0,0,0,7.9590,1,126671.8570
P0607,7,Centro,Empresa,5,51.0254,36.0725,0,1,0,4.8793,0,0.0000
P0608,7,Centro,Sucursal,7,43.5869,29.6599,0,0,2,7.7521,0,0.0000
P0609,7,Sur,Sucursal,7,55.5408,34.0430,0,0,2,6.5434,0,0.0000
P0610,7,Centro,Web,6,6.5914,7.1042,0,1,1,6.3506,0,0.0000
P0611,7,Centro,Sucursal,15,90.9284,25.2849,0,0,2,15.1756,1,109987.2640
P0612,7,Sur,Sucursal,7,98.8554,39.0105,0,0,0,6.7950,1,122359.2450
P0613,7,Norte,Sucursal,7,24.4076,17.9125,0,1,1,6.6656,0,0.0000
P0614,7,Norte,Empresa,5,91.7366,30.0582,1,1,2,4.8462,0,0.0000
P0615,7,Sur,Sucursal,0,56.1590,33.0977,1,0,1,-0.2347,0,0.0000
P0616,7,Centro,Empresa,6,89.1832,8.9523,0,0,2,6.1496,0,0.0000
P0617,7,Centro,Empresa,10,112.4389,28.9317,0,0,1,9.8153,0,0.0000
P0618,7,Norte,Empresa,7,174.1735,37.8403,0,0,2,7.7270,0,0.0000
P0619,7,Sur,Empresa,8,71.1117,7.1231,1,0,1,8.0074,0,0.0000
P0620,7,Norte,Sucursal,6,91.7456,16.6587,0,1,0,5.6170,0,0.0000
